store_name,address,city,state,zip_code,phone_number,email,website
Oak and Shield Spa,86 Rocky Creek Road T,Taylorsville,NC,,(828) 308-6550,oakandshieldspa@gmail.com,https://oakandshieldspa.square.site/
Healing Hope Esthetics,236 North Blakemore Ave,Gallantin,TN,,(615) 406-4529,strawthertamecka@yahoo.com,https://www.facebook.com/people/Healing-Hope-Esthetics/100083039417339/
Shimmer Skin by Andria,208 Desert Breeze Drive,El Paso,TX,,(915) 867-7120,shimmerskinbyandria@gmail.com,https://www.shimmerskinbyandria.com/
Lumily Lash and Brow,"3319 Trent Rd,",Huffman,TX,,(832) 955-4996,lumilylashbrows@gmail.com,https://lumilylashbrows.wixsite.com/lumilylashbrows
Eliana Spa,136 New London Turnpike,Glastonbury,CT,,8604302110,eliana@delsoulspa.com,https://elianaspa.com/
Radiance by Megan,2111 Pacific Ave.,Stockton,CA,,(209) 636-9833,megan@radiacebymegan.com,
Unveiled Aesthetics,7850 Caswell Road,Stanley,NC,,(704) 201-8481,unveiledaestheticsllc@gmail.com,https://www.unveiled-aesthetics.com/
Image Is... Salon,2440 Broad Avenue,Timonium,MD,,(443) 895-4335,michele@imageissalon.com,https://imageissalon.com/
After Glow Experience,260 S Sewell Place,Tucson,AZ,,(520) 661-2685,afterglowexperienceaz@gmail.com,https://www.afterglowexperienceaz.com/
International Day Spa,325 Cajon Street,Redlands,CA,,(909) 793-9080,corri@intldayspa.com,https://www.intldayspa.com/
Skin Logic Aesthetics,1828 NW Overton,Portland,OR,,(503) 804-0880,skinlogicpdx@gmail.com,https://skinlogicpdx.com/
Organic Origins Spa,1786 W State Street,Boise,ID,,(208) 331-1786,customerservice@OrganicOriginsSpa.com,https://organicoriginsspa.com/
Unveiled Aesthetics,7850 Caswell Road,Stanley,NC,,(704) 201-8481,unveiledaestheticsllc@gmail.com,https://www.unveiled-aesthetics.com/
Kona Oasis,326 Cayuga Road,Buffalo,NY,,(716) 208-6427,ghigby@konaoasis.com,http://konaoasis.com/
Flawless by Alina,1306 Warner Avenue,Los Angeles,CA,,(818) 274-1929,flawlessbyalina@gmail.com,
Marisa's Skin Care,844 E. Washington Street,North Attleboro,MA,,(508) 369-8959,marisasskincare@gmail.com,https://www.marisasskincare.com/
Crystain's Complexions,15047 Tom Williams Road,Gonzales,LA,,(225) 223-8742,crystainscomplexions@yahoo.com,https://www.crystainscomplexions.com/
The Little Orchid Aesthetics,13635 E 104 Avenue Commerce City CO 80022 United States Map,Commerce City,CO,,(720) 648-8156,thelittleorchidas@gmail.com,https://www.vagaro.com/us02/thestillwaterdayspa
Glow Massage & Esthetics,115 S. Centre Street,Pottsville,PA,,(570) 449-2993,Ahummel86@hotmail.com,https://www.glowmande.com/about/
Agave The Arizona Spa,6902 E Greenway Pkwy,Scottdale,AZ,,(800) 354-5892,Donna.Black@westin.com,https://na.spatime.com/wtk85254/6307666/home
Spa Prive,22800 Lyons Avenue,Newhall,CA,,(661) 305-1678,beautybydeena@yahoo.com,
Sapphire Skin,4054 Amherst Avenue,Odessa,TX,,(432) 634-9594,sapphiregloskin@gmail.com,
The Hideaway,923 Nicely Avenue,Montoursville,PA,,(570) 439-5134,debsdeco1@aol.com,https://www.yelp.com/biz/hideaway-day-spa-montoursville-2
Sun Valley Resort,1 Sun Valley Road,Sun Valley,ID,,(208) 622-2160,thespa@sunvalley.com,https://www.sunvalley.com/the-spa/
The Skin Lady,601B Bruno Road,Clifton Park,NY,,(518) 879-2529,TheSkinLadyNY@yahoo.com,https://www.theskinladyny.com/contact
Deux Amis,4181 Celebration Ave,Chester,VA,,(804) 263-2738,spa@deuxamismedspa.com,https://deuxamismedspa.com/
Rasa Spa,310 Taughannock Blvd,Ithaca,NY,,(607) 273-1740,orders@rasaspa.com,https://www.rasaspa.com/
Bumblebee Skincare and Waxing,359 N. Monroe Street,Tallahassee,Fl,,(850) 631-1868,AMBER.CAPLAN@GMAIL.COM,https://bumblebeeskincare.com/
The Salamander Resort & Spa,500 N Pendelton Street,Middleburg,VA,,(540) 326-4053,ahelmick@salamanderresort.com,https://www.salamanderresort.com/relax/overview
The Elms Hotel and Spa,401 Regent Street,Excelsior Springs,MO,,(816) 630-5500,MCIDH.Accounting@destinationhotels.com,https://www.elmshotelandspa.com/spa-at-the-elms.htm
Zenergy Spa,245 Raven Road,Ketchum,ID,,(208) 928-4645,guberuaga@zenergysv.com,https://zenergysv.com/spa/
Tarboro Aesthetics,2807 N Main Street,Tarboro,NC,,(252) 823-8295,nlanier@tarboroeye.com,https://www.tarboroeye.com/facials/
illume Brow & Skin Studio,3355 North Lincoln Avenue 19,Chicago,IL,,(334) 492-4625,dean@illumebrowskinstudio.com,https://www.illumebrowskinstudio.com/
Depasquale The Spa,4 Gilbraltar Drive,Morris Plains,NJ,,(973) 538-3811,schambers@depasqualethespa.com,https://www.depasqualethespa.com/services
Shannon Woodruff Esthetics,312 Old Stable Lane,Moore,SC,,(864) 981-1206,smwoodruff312@gmail.com,
Skin Oasis,1842 Jefferson Highway,Fishersville,VA,,(540) 943-3337,skinoasis@icloud.com,https://skinbyalena.skincaretherapy.net/
Exfoliate by Cait,6565 W Wittstruck Road Road,Martell,NE,,(402) 257-7205,charvey4j@yahoo.com,https://www.vagaro.com/us04/exfoliatebycait
Vigour Aesthetics + Wellness,1475 Western Ave,Albany,NY,,518-801-0599,Info@vigourny.com,vigourny.com/
Del Soul Spa,49 East Cedar Street,Newington,CT,,(860) 430-4330,info@delsoulspa.com,https://delsoulspa.com/
Spas at the Inns of Aurora,700 Sherwood Road,Aurora,NY,,(315) 364-8850,jbennett@innsofaurora.com,https://innsofaurora.com/spa
The Village Spa,12707 Meeting House Road,Carmel,IN,,(317) 853-6350,ecambs@gmail.com,https://www.westclayspa.com/services/facials/
J Relle Beauty & Beyond Spa,112 Roger Street,St Latta,SC,,(843) 260-7149,JJENBK@gmail.com,https://app.acuityscheduling.com/schedule.php?owner=17843951
Acacia Spa,4058 S. Lone Pine Avenue,Springfield,MO,,(417) 823-8318,allyson@acacia-spa.com,https://www.acaciaspa.com/
Skin2Body,7701 Duquesne Place,Westminster,CA,,(832) 704-5235,flawlessbyfrances@gmail.com,
Francie Faces Skincare Studio,410 Talon Drive,Mountville,PA,,(717) 863-7527,franciefaces@gmail.com,https://franciefaces.com/
Nevaeh Salon and Spa,404 E. Lincolnway,Minerva,OH,,(330) 868-7878,orders@nevaehsalonspa.com,https://www.nevaehsalonspa.com/
Bella & Company Salon,9 Fox Chase Lane,Lebanon,PA,,(717) 273-8590,michelethom66@gmail.com,https://www.bellaandcompanysalon.com/
The French Manor,50 Huntingdon Drive,Newfoundland,PA,,(570) 676-3244,spa@thefrenchmanor.com,https://thefrenchmanor.com/
European Medical Massage & Spa,31 Kings Blvd,Reading,PA,,(610) 685-5530,contact@euromedspa.com,http://www.euromedspa.com/
Beauty Boutique 54,10030 Griffin Road,Cooper City,FL,,(954) 861-7631,lidahagenauer@gmail.com,https://www.beautyboutique54.com/
The Loft Med Spa,609 Ebersole Road,Reading,PA,,(484) 336-6817,lisakelley1017@comcast.net,https://www.loftmedspa.com/
Lucia Fridikova,7503 Unit A Claridge Drive,Bridgeview,IL,,(708) 945-6479,luciapst@gmail.com,
Martha Dutton,6433 Parkmont Drive,Arlington,TX,,(817) 313-3174,mmdutton@sbcglobal.net,https://martha-dutton-skincare.business.site/
Marriott's Grand Hotel Spa,1 Grand Blvd,Point Clear,AL,,(251) 928-9201,Janice.Gammon@MarriottGrand.com,https://na.spatime.com/pchs003/16894222/offering
Modern Age Aesthetics,9275 Oswego Road,Phoenix,NY,,(315) 516-3435,atherwing1975@gmail.com,
Rebecca Budolfson Makeup Artist & Esthetician,416 Williams Way,New Braunfels,TX,,(830) 730-0180,butterflytattoogirl@icloud.com,http://www.rebeccalbudolfson.com/
Faces By Maria,64 Wickey Avenue,Westbury,NY,,(516) 965-2351,facesbymariaa@gmail.com,https://www.facebook.com/facesbymaria/
Healthy Beautiful Skin & Tan,6642 Lassen Drive,Buena Park,CA,,(714) 316-8920,hbskinandtan@gmail.com,https://www.healthybeautifulskinandtan.com/
Integrative Skin Care,138 Kaime Road,Chichester,NH,,(603) 731-3855,loveetlast@aol.com,https://integrativeskinnh.skincaretherapy.net/
Spruced Brow & Skin,144 Bernard Street,East Saint Paul,MN,,(314) 307-5971,Jaclyn@sprucedbrowskin.com,https://www.sprucedbrowskin.com/
Candace Harvey,1520 1/2 N Sixth Street,Boise,ID,,(925) 980-9848,candaceyoga@yahoo.com,
Drop Dead Gorgeous,441 Edmund Avenue,W Saint Paul,MN,,(612) 913-2498,codyjohnlmarks@gmail.com,https://dropdeadgorgeous.glossgenius.com/
Valere Medi and Day Spa,2405 N Bogus Basin Road,Boise,ID,,(208) 344-5411,summerwilliams.valere@gmail.com,https://www.valeresalonspa.com/
Destiny Gain,3716 W Alderwood Drive,North Las Vegas,NV,,(702) 785-4444,Destiny.gain8@gmail.com,
Ramona Denigris,6565 N Avondale Ave,Chicago,IL,,(773) 629-9257,ramona.denigris@yahoo.com,
Facelogic Essential Skincare Spa,105 Par Four Circle,Longs,SC,,(843) 330-0991,facelogicofmyrtlebeach@gmail.com,https://facelogicappointments.as.me/schedule.php
Heart + Soul House of Beauty,350 Northern Blvd,Albany,NY,,518-472-0051,hello@heartandsoulhob.com,www.heartandsoulhob.com
Perfextion Salon That'll Du Salon,120 1st Avenue NW,Ashley,ND,,(701) 288-2124,mkasemanwolf@gmail.com,
Jamie Lee,10615 SE 250th Place,Kent,WA,,(253) 867-7772,allaglowspa@gmail.com,
Senspa,1161 Gorgas Avenue,San Francisco,CA,,(415) 429-4647,tletran@senspa.com,https://www.senspa.com/
Omorphia Spa,133 Neptune Avenue,Ormond Beach,FL,,(386) 451-4512,Omorfiaspaservices@gmail.com,https://www.omorfiaormond.com/
Housley Institute,11096 Reading Rd,Cicinnati,OH,,(513) 454-6911,housleyinstitute@gmail.com,
Wynter Binder,18908 Avenue 300,Exeter,CA,,(559) 786-6044,wynterbinder@gmail.com,
Tianna Browning,6558 W Candice View Cove,Herriman,UT,,(801) 441-8982,browningtianna123@gmail.com,
Clarissa Rowe,118 Old Orchard Lane,Neenah,WI,,(920) 538-0444,clarissalynnmakeup@gmail.com,
Mario Tricoci Hair Salon & Day Spa,273 E. Helen Road,Palatine,IL,,(847) 975-5348,MarioAP@tricoci.com,https://www.tricoci.com/
Reena Patel,2116 Shumard Oak Lane,Irving,TX,,(972) 400-1616,reena@sequoiahosp.com,
Trucco Beauty,991 Hull Street,El Paso,TX,,(575) 386-3177,Sofiafeely@gmail.com,https://truccobeautyinstitute.com/
Sophia Tran,530 Monterey Blvd,San Francisco,CA,,(415) 706-4732,softglamoursf@gmail.com,
Viva La Beauty,4880 Apollo Ave NE,Salem,OR,,(503) 884-1107,bryanalopez1820@gmail.com,https://vivalabeauty.live/
Skin Bar by Mila,3961 Green Avenue,Los Alamitos,CA,,(925) 428-9647,skinbarbymila@gmail.com,https://www.skinbarbymila.com/
The Beauty Mark,705 Calumet Avenue,Valparaiso,IN,,(219) 508-0007,thebeautymark.219@gmail.com,https://thebeautymark219.com/
Bloom Beauty,9479 Bay Shore Drive NW,Allyn,WA,,(360) 265-2553,blossombeautyspa35@gmail.com,
Dory Critchett,160 7 LKS W,West End,NC,,(910) 974-0090,westheticsbydory@gmail.com,
Utah Micro Needle,2815 Wanda Way,Salt Lake City,UT,,(801) 680-9929,kerri@utahmicroneedle.com,https://www.utahmicroneedle.com/
Alexis Barton Esthetics,143 Regatta Way,Sneads Ferry,NC,,(757) 816-5702,a.barton8910@yahoo.com,https://www.coastalmassagewellness.com/estheticians
Arkansas Facials,2235 Dave Ward Drive,Conway,AR,,(501) 504-6882,davidcarr@fizzfacialbar.com,
True To You Esthetics,108 Cross Key Road,Bernville,PA,,(610) 451-8661,true2youstyling@gmail.com,https://truetoyouesthetics.glossgenius.com/
Mindful Esthetics,18766 Jeffrey Avenue,Cerritos,CA,,(562) 484-8376,mackenzie.hillman@yahoo.com,https://www.instagram.com/mindful_aesthetics/?hl=en
Wax To The Max Studio,7417 Knightdale Boulevard,Knightdale,NC,,(984) 268-9260,waxtothemaxnc@gmail.com,
Adrienne Zarr,3450 Cypress Way,Santa Rosa,CA,,(562) 303-6964,info@sunshine-esthetics.com,
The Canebrake,33245 E 732 Road,Wagoner,OK,,(918) 351-4755,canebrake.kyla@gmail.com,https://canebrake.net/
Skin by Yo,1443 Cypress Street,San Dimas,CA,,(213) 364-4141,ydcorzo@yahoo.com,
Nemacolin Woodlands Resort,1001 Lafayette Drive,Farmington,PA,,(724) 329-6176,invoice@nemacolin.com,https://www.nemacolin.com/
Orchid Skin Company,4350 Arbor Vine Drive,Conway,AR,,(501) 514-3433,Prettybrowsbylauren@gmail.com,https://www.orchidskincompany.com/
Dolce Derma,115 New Street,Belleville,NJ,,(201) 540-7487,dolcederma@gmail.com,https://dolcederma.com/
Skin Therapy at Station Landing,21 Lookout Road,Medford,MA,,(617) 212-1204,katie@skintherapystationlanding.com,https://www.skintherapymedford.com/
Makeup N Giggles,300 Southard Street,Key West,Florida,,(305) 393-0346,roberta@makeupngiggles.com,https://www.makeupngiggles.com/contact
Alaska Club,10106 Lee Street Eagle River,Eagle River,Alaska,,(907) 315-3423,mguderian@thealaskaclub.com,https://www.thealaskaclub.com/spa-amenities
Relache Spa at The Gaylord Rockies Resort,6700 N Gaylord Rockies Blvd,Aurora,CO,,(720) 452-6900,trishauna.downie@gaylordhotels.com,https://www.marriott.com/en-us/hotels/dengr-gaylord-rockies-resort-and-convention-center/spa/
Four Seasons Denver,P.O. Box 981736,El Paso,Texas,,(303) 389-3000,fshinvoicesdenver.ig@capgemini.com,https://www.fourseasons.com/denver/?seo=google_local_den1_amer
Sorawell Spa LLC,PO Box 800733,Miami,Florida,,(786) 286-7021,sorabless@gmail.com,
Maison Esthetique,94 High Street,Danvers,MA,,(978) 777-7278,jmpatrikas@verizon.net,https://maisonesthetique.net/
Zodiac Spa Beauty and Wellness,5147 Ryegate Drive,Herriman,Utah,,(801) 878-9895,shearology@gmail.com,https://www.zodiac-spa.com/
"DH Skincare and Wellness, Inc.",P. O. Box 8470,Aspen,Colorado,,(970) 366-1275,dvhill1@gmail.com,
Scott Talbot Salon and Spa,4080 Fulton Drive,Canton,OH,,(330) 494-9160,jeffs@scotttalbotsalonspa.com,https://www.scotttalbotsalonspa.com/
Evan Michael Salon,553 North Salina Street,Syracuse,NY,,(315) 561-3092,provost151@aol.com,https://www.evanmichaelssalon.com/
Sarah Brinkman Aesthetics,135 North 15th Street,Ord,Nebraska,,(308) 728-3333,sarahbrinkmanaesthetics@gmail.com,
Georgia Collins Esthetics,46 Worcester Avenue,Swampscott,MA,,(617) 512-9743,gcesthy@gmail.com,https://www.facebook.com/georgiacollinsesthetics/
The Salon at LAVISH- Lavish Body & Home,600 Linden Street,Scranton,PA,,(570) 558-2273,lauren@lavishbodyhome.com,http://www.lavishbodyhome.com/
Rain Wellness Spa,150 W Main Street,Branford,CT,,(203) 483-0300,info@rainwellnessspa.com,https://www.rainwellnessspa.com/
The Norwich Spa at Foxwoods,350 Trolley Line Blvd,Mashantucket,CT,,(800) 369-9663,SpaReservations@TheSpaAtNorwichInn.com,https://www.thespaatnorwichinn.com/
Spa at the Inns of Aurora,700 Sherwood Road,Aurora,NY,,(315) 364-8873,jbennett@innsofaurora.com,https://innsofaurora.com/spa
Melt Spa by Hershey,27 West Chocolate Avenue,Hershey,PA,,(717) 508-1400,ALCordaro@hersheypa.com,https://www.meltspa.com/
Nemacolin Woodlands Resort,1001 Lafayette Drive,Farmington,Pennsylvania,,(866) 344-6957,erinn.hower@nemacolin.com,https://www.nemacolin.com/
Softglamour Lounge,530 Monterey Blvd,San Francisco,CA,,4156911995,Softglamoursf@gmail.com,Www.softglamourlounge.com
MVP Studio & Spa,3322 Ridge Rd.,Lansing,IL,,(708) 858-8993,mvpstudiospa@gmail.com,www.mvpstudioandspa.com
Aesthetica Day Spa,18700 S. Wolf Road,Mokena,IL,,708-995-7076,management@aestheticadayspamokena.com,https://aestheticadayspamokena.com/
Cassondra's Esthetics & Makeup,754 Judy Avenue,Bridgeport,IL,,6185441430,Sondralbrian91@gmail.com,https://cassondraesthetics.glossgenius.com/
Skinbinge Studio,4900 Bissonnet Street,Bellaire,TX,,5012498908,Skinbingestudio@gmail.com,Skinbingestudio.square.site
The Skincareapist,260 Beacon Street,Somerville,MA,,,,https://theskincareapist.glossgenius.com/
Day Spa Rejuvenation Center,860 Elm Street,Fayetteville,North Carolina,,(910) 483-1126,,dayspaeutaw.com
Roe + Wonder,3801 NW 138 Street,Edmond,Oklahoma,,(405) 562-3009,info@roeandwonder.com,http://roeandwonder.com
Cassondra’s Esthetics & Makeup,754 Judy Avenue,Bridgeport,Illinois,,6185441430,Sondralbrian91@gmail.com,https://cassondraesthetics.glossgenius.com/
Adam Cole Salon,129 Moses Thompson Lane,State College,PA,,(814) 237-1237,adamcolesalon@gmail.com,
Urban Oasis Day Spa,200 23rd Ave N,Nashville,TN,,6153787226,Info@UrbanOasisNashville.com,UrbanOasisNashville.com
CōR Image Skincare,14130 W. Indian School Rd. #A-4,Goodyear,AZ,,6233323928,corimage19@gmail.com,corimageskincare.com
"Skin RN in Kenosha, WI",4801 Washington Road,Kenosha,WI,,8333754676,contactus@mypersonalskinrn.com,www.mypersonalskinrn.com
JL Royce School of Esthetics,2101 W. Wadley Ave. Ste 26,Midland,Texas,,(432) 557-3564,jlr.esti22@gmail.com,jl-royce.com
Beauty and the Beach,2012 N. Main St.,Crown Point,IN,,2192132609,,https://beautyandthebeach.com/
Elite Skin + Waxing,79430 CA- 111,Suite 108,CA,,7607993633,eliteskinandwaxing@gmail.com,www.eliteskinandwaxing.com
Esthetic Haus,829 N California Avenue,Chicago,IL,,7737998834,info@esthetichaus.com,www.esthetichaus.com
Fresh Bloom Esthetics,129 1/2 West Broadway,Princeton,Indiana,,6182623275,mommateetssoaps@yahoo.com,https://freshbloomesthetics.glossgenius.com/
Bella and Company Salon,20 South 3rd. St.,Lebanon,Pa.,,717-273-8590,Hhhp://www.bellaaandcompanysalon.com,Bellaandcompanysalon.com
Lilly Arvind Skin Clinic,702 Frederick Rd,Catonsville,MD,,4433155306,info@lillyarvind.com,www.lillyarvind.com
Magnolia (ishthetics),1987 artesia blvd,Redondo beach,CALIFORNIA,,8184149556,Ishtargomez@yahoo.com,Ishthetics.GlossGenius.com
Aleutian Spa,12097 Gayton Rd,Henrico,VA,,406-570-6581,aleutiansparva@gmail.com,aleutiansparva.com
Love Healthy Skin,8608 Preston Rd.,Plano,Texas,,8607293122,Lovehealthyskin@gmail.com,
Girl Undiscovered Spa,"10875 Main Street, #209",Fairfax,VA,,571-216-9373,rrphuong@yahoo.com,girlundiscoveredspa.com
Fishers Cryotherapy,11789 Commercial Drive,Fishers,IN,,3179433000,Info@FishersCryo.com,FishersCryo.com
Pacific Waters Spa at the Hyatt Regency Huntington Beach Resort and Spa,21500 Pacific Coast Hwy,Huntington Beach,CA,,714-845-4772,pacific.waters.spa@hyatt.com,https://www.hyatt.com/en-US/spas/Pacific-Waters-Spa/home
The Skin Institute of Atlanta,"1770 Old Springhouse Lane, Suite 100",Atlanta,GA,,470-299-2422,info@theskininstituteatl.com,theskininstituteatl.com
Currie Hair Skin Nails- DuPont Building,111 W. 10th Street,Wilmington,DE,,(302) 442-6568,curriemanager@gmail.com,www.curriedayspa.com
Bashful Beauty Co.,502 N. Goliad St.,Rockwall,TX,,4694340155,hello@bashfulbeauty.co,bashfulbeauty.co
"The Grand Hotel, Gold Resort & Spa",One Grand Blvd,Point Clear,AL,,251-990-6385,,www.grand1847.com
Beyond Appearance Skincare,5925 Forest Lane Suite #504,Dallas,Texas,,2148660022,beyondappearanceskincare@gmail.com,www.beyondappearanceskincare.com
Currie Hair Skin Nails-Glen Mills,585 Wilmington West Chester Pike,Glen Mills,PA,,6105584247,curriemanager@gmail.com,www.curriedayspa.com
Currie Hair Skin Nails-Kennett Square,121 E. State Street,Kennett Square,PA,,6104441644,curriemanager@gmail.com,www.curriedayspa.com
Currie Hair Skin Nails-Wayne,605 W. Lancaster Ave.,Wayne,PA,,6102252415,curriemanager@gmail.com,www.curriedayspa.com
Currie Hair Skin Nails- Riverfront,317 S. Justison St.,Wilmington,DE,,(302) 777-7755,curriemanager@gmail.com,www.curriedayspa.com
LAVISH Scranton,200 Adams Ave,Scranton,PA,,570.558.2273,Info@lavishscranton.com,Www.LAVISHBODYHOME.com
Spa at Mongomery,201 Tallapoosa St.,Montgomery,AL,,334-481-5210,spa.gmg@RenaissanceMontgomery.com,https://rtjspatrail.com/spa/the-spa-at-montgomery/
Beauty And Skin Essentials,1130 Dow Street,Murfreesboro,Tennessee,,6159876566,shannon@beautyandskinessentials.com,www.beautyandskinessentials.com
The Hideaway Facial Studio,923 Nicely Ave,Montoursville,Pennsylvania,,5704395134,debsdeco1@aol.com,
Irvine Spectrum,8 Timberland,Alisa Viejo,CA,,8186674402,JMK beauty lab,Www.jmkbeautylab.com
"Spa Lucia, Bryan TX",214 Elm Avenue,Bryan,TX,,(979)402-8884,SpaLucia.Bryan@gmail.com,SpaLucia.com
"The Spa at the Ritz-Carlton, Key Biscayne",455 Grand Bay Drive,Key Biscayne,Florida,,3053654197,GRP_RCKeyBiscayneSpa@marriott.com,www.ritzcarlton.com
La Palmera Spa,121 North State Street,Abbeville,Louisiana,,,randi@lapalmeraspa.com,
The Skin Bungalow,7331 Gaston Ave #175,Dallas,Texas,,4694129553,Theskinbungalowdallas@gmail.com,www.theskinbungalow.com
Lucia Esthetics Palm Beach Beauty Salon,7100 Fairway Dr Suite 41,Palm Beach Gardens,Florida,,5613887173,,Www.luciaesthetics.com
The Central Florida Eye Institute,3133 SW 32nd Avenue,Ocala,Florida,,3522378400,aestheticsbylorib@gmail.com,www.centralfloridaeye.com
Spa Alonso,665 S Orange Ave Ste 1,Sarasota,FL,,941-960-2642,Info@spaalonso.com,www.spaalonso.com
