name,providerCode,phoneNumber,address,streetAddress1,streetAddress2,city,state,zipCode,country,status,latitude,longitude,createdAt,updatedAt
Eden Estethics,eden-estethics,7877638585,"239 Ave. Arterial Hostos Ave las Cumbres, San Juan, PR, 00918, USA",239 Ave. Arterial Hostos Ave las Cumbres,,San Juan,PR,00918,USA,Active,18.4317615,-66.0636899,2025-10-18T00:00:28.000Z,2025-10-18T00:00:28.000Z
Glow Medical Aesthetics,glow-medical-aesthetics,713-338-9577,"3429 W Holcombe Blvd, Houston, TX, 77025, USA",3429 W Holcombe Blvd,,Houston,TX,77025,USA,Active,29.7056191,-95.43034569999999,2025-10-18T00:00:28.000Z,2025-10-20T18:41:02.000Z
C Skin Aesthetics,c-skin-aesthetics,(503) 333-0863,"4 Monroe Pkwy , Suite J, Lake Oswego, OR, 97035, USA",4 Monroe Pkwy ,Suite J,Lake Oswego,OR,97035,USA,Active,45.4318938,-122.703491,2025-10-18T00:00:29.000Z,2025-10-18T00:00:29.000Z
NU Med- Westlake,nu-med-westlake,805-373-1111,"925 S Wetlake Blvd, , Ste3, Westlake Village, CA, 91361, USA","925 S Wetlake Blvd, ",Ste3,Westlake Village,CA,91361,USA,Active,34.1541724,-118.8281246,2025-10-18T00:00:29.000Z,2025-10-18T00:00:29.000Z
Aesthetically Renewed,aesthetically-renewed,334-316-9261,"3805 GA Highway 62, Blakley, GA, 39823, USA",3805 GA Highway 62,,Blakley,GA,39823,USA,Active,31.3045541,-85.0531914,2025-10-18T00:00:30.000Z,2025-12-08T22:30:09.000Z
Ageless Forever Medical Center,ageless-forever-medical-center,916-768-6270,"1851 Heritage Lane , Suite 185, Sacramento, CA, 95815, USA",1851 Heritage Lane ,Suite 185,Sacramento,CA,95815,USA,Active,38.598869,-121.4303283,2025-10-18T00:00:30.000Z,2025-10-18T00:00:30.000Z
Euphoria Monterey,euphoria-monterey,831-236-1497,"499 Pacific Street, Monterey, Ca, 93940, USA",499 Pacific Street,,Monterey,Ca,93940,USA,Active,36.5984135,-121.8961868,2025-10-18T00:00:31.000Z,2025-10-18T00:00:31.000Z
Skin By T Aesthetics,skin-by-t-aesthetics,8566316411,"212 S. White Horse Pike, Suite 1, Waterford Works, NJ, 08089, USA",212 S. White Horse Pike,Suite 1,Waterford Works,NJ,08089,USA,Active,39.7176709,-74.85593279999999,2025-10-18T00:00:31.000Z,2025-11-11T03:05:18.000Z
Spruce2 Beauty Bar,spruce2-beauty-bar,(307) 337-1091,"314 W Midwest Ave, Unit B, Casper, WY, 82601, USA",314 W Midwest Ave,Unit B,Casper,WY,82601,USA,Active,42.8463295,-106.3283154,2025-10-18T00:00:31.000Z,2025-10-18T00:00:31.000Z
The DermBar,the-dermbar,(909) 476-4077,"3333 Concours St. , Building 1 Suite 1201, Ontario, CA, 91764, USA",3333 Concours St. ,Building 1 Suite 1201,Ontario,CA,91764,USA,Active,34.0748304,-117.578704,2025-10-18T00:00:32.000Z,2025-10-18T00:00:32.000Z
Radiance & Renewal by EKATERINA,radiance-renewal-by-ekaterina,(347) 569-3483,"8206 3rd Ave. , Apt 2, Brooklyn, NY, 11209, USA",8206 3rd Ave. ,Apt 2,Brooklyn,NY,11209,USA,Active,40.6262767,-74.0301801,2025-10-18T00:00:32.000Z,2025-10-31T18:57:20.000Z
Bright You Med Lounge,bright-you-med-lounge,702-208-3626,"6035 S Durango Dr., , Suite 215, Las Vegas, NV, 89113, USA","6035 S Durango Dr., ",Suite 215,Las Vegas,NV,89113,USA,Active,36.0794198,-115.2803512,2025-10-18T00:00:33.000Z,2025-10-18T00:00:33.000Z
Dr. Kirman Plastic Surgery,dr-kirman-plastic-surgery,925-344-8008,"114 LA CASA VIA , #210, Walnut Creek, CA, 94598, USA",114 LA CASA VIA ,#210,Walnut Creek,CA,94598,USA,Active,37.9117,-122.0449753,2025-10-18T00:00:33.000Z,2025-10-18T00:00:33.000Z
Evoqe Medical Aesthetics,evoqe-medical-aesthetics,208-863-9999,"124 S Broadway Ave., Boise, ID, 83702, USA",124 S Broadway Ave.,,Boise,ID,83702,USA,Active,43.610122,-116.1930463,2025-10-18T00:00:33.000Z,2025-10-18T00:00:33.000Z
Purposeful Aesthetics Co,purposeful-aesthetics-co,540-810-4852,"1971 Evelyn Byrd Ave , Suite A, Harrisonburg, VA, 22801, USA",1971 Evelyn Byrd Ave ,Suite A,Harrisonburg,VA,22801,USA,Active,38.4270431,-78.8479005,2025-10-18T00:00:34.000Z,2025-10-18T00:00:34.000Z
KnoxGlow Aesthetics,knoxglow-aesthetics,8658550498,"10843 Kingston Pike , Suite 7, Knoxville, TN, 37934, USA",10843 Kingston Pike ,Suite 7,Knoxville,TN,37934,USA,Active,35.8926309,-84.14557479999999,2025-10-18T00:00:34.000Z,2025-10-18T00:00:34.000Z
Sage Health and Wellness Center,sage-health-and-wellness-center,408-345-5022,"1595 Meridian Ave, San Jose, CA, 95125, USA",1595 Meridian Ave,,San Jose,CA,95125,USA,Active,37.2946565,-121.9145365,2025-10-18T00:00:35.000Z,2025-10-18T00:00:35.000Z
Anova MedSpa,anova-medspa,(307) 752-1849,"1415 N Main St., Sheridan, WY, 82801, USA",1415 N Main St.,,Sheridan,WY,82801,USA,Active,44.8128191,-106.9552894,2025-10-18T00:00:35.000Z,2025-10-18T00:00:35.000Z
Skin Haus x Madison,skin-haus-x-madison,6147952848,"5051 Forest Dr, New Albany, OH, 43054, USA",5051 Forest Dr,,New Albany,OH,43054,USA,Active,40.0879163,-82.79298279999999,2025-10-18T00:00:36.000Z,2025-10-18T00:00:36.000Z
"Atelier Skin, LLC",atelier-skin-llc,1-840-1456,"4140 Cedar Lane,, Medford, OR, 97501, USA","4140 Cedar Lane,",,Medford,OR,97501,USA,Active,42.2638037,-122.8329912,2025-10-18T00:00:36.000Z,2025-10-18T00:00:36.000Z
TruMD,trumd,(949) 922-3554,"441 Old Newport Blvd, Newport Beach, CA, 92663, USA",441 Old Newport Blvd,,Newport Beach,CA,92663,USA,Active,33.6270526,-117.927094,2025-10-18T00:00:37.000Z,2025-10-18T00:00:37.000Z
BARE AESTHETICS NJ,bare-aesthetics-nj,551-338-0674,"18 Oliver Street, Suite 301, Newark, NJ, 07102, USA",18 Oliver Street,Suite 301,Newark,NJ,07102,USA,Active,40.7271747,-74.1723921,2025-10-18T00:00:37.000Z,2025-10-18T00:00:37.000Z
Cosmedic Essentials,cosmedic-essentials,8594941399,"512 Sundrop Path, Lexington, KY, 40509, USA",512 Sundrop Path,,Lexington,KY,40509,USA,Active,37.9915139,-84.4126538,2025-10-18T00:00:37.000Z,2025-10-18T00:00:37.000Z
Modern Esthetics,modern-esthetics,(678) 491-2985,"1030 old peachtree rd NW , Ste 105, Lawrenceville, GA, 30043, USA",1030 old peachtree rd NW ,Ste 105,Lawrenceville,GA,30043,USA,Active,33.9983967,-84.0681244,2025-10-18T00:00:38.000Z,2025-10-18T00:00:38.000Z
Skin Sanctuary Medspa-Wyomissing,skin-sanctuary-medspa-wyomissing,610-858-5888,"5 Bristol Ct, Wyomissing, PA, 19610, USA",5 Bristol Ct,,Wyomissing,PA,19610,USA,Active,40.34090279999999,-75.9850994,2025-10-18T00:00:39.000Z,2025-10-18T00:00:39.000Z
Skin Deep Health - Elgin,skin-deep-health-elgin,2244151203,"2490 Bushwood Dr, Elgin, IL, 60124, USA",2490 Bushwood Dr,,Elgin,IL,60124,USA,Active,42.0927373,-88.3376704,2025-10-18T00:00:39.000Z,2025-10-18T00:00:39.000Z
Naturally You Aesthetics Medical Spa,naturally-you-aesthetics-medical-spa,269-208-3370,"3824 M-139, St. Joseph, MI, 49085, USA",3824 M-139,,St. Joseph,MI,49085,USA,Active,42.0487,-86.4357983,2025-10-18T00:00:39.000Z,2025-10-18T00:00:39.000Z
Norma Rodriquez Skincare,norma-rodriquez-skincare,209-968-8780,"1130 Coffee Road , Ste 3a, Modesto, CA, 95355-4205, USA",1130 Coffee Road ,Ste 3a,Modesto,CA,95355-4205,USA,Active,37.65915,-120.97535,2025-10-18T00:00:40.000Z,2025-10-18T00:00:40.000Z
Nu Image at Lake,nu-image-at-lake,2298532020,"4264 U.S 280 East, Cobb, GA, 31735, USA",4264 U.S 280 East,,Cobb,GA,31735,USA,Active,31.9635003,-83.9361457,2025-10-18T00:00:40.000Z,2025-10-18T00:00:40.000Z
Spa MD,spa-md,803-251-9400,"131 State St, West Columbia, SC, 29169, USA",131 State St,,West Columbia,SC,29169,USA,Active,33.9936149,-81.055599,2025-10-18T00:00:41.000Z,2025-10-18T00:00:41.000Z
Vault Skin and Wellness,vault-skin-and-wellness,(307) 764-1804,"143 S. Bent Street, , Unit D, Powell, WY, 82435, USA","143 S. Bent Street, ",Unit D,Powell,WY,82435,USA,Active,44.7521196,-108.7571708,2025-10-18T00:00:41.000Z,2025-10-18T00:00:41.000Z
Skin Resolutions,skin-resolutions,8055691923,"9 W Islay St, Santa Barbara, CA, 93101, USA",9 W Islay St,,Santa Barbara,CA,93101,USA,Active,34.4285953,-119.7123743,2025-10-18T00:00:41.000Z,2025-10-18T00:00:41.000Z
Renew Aesthetics,renew-aesthetics,8505031060,"205 Brooks St SE , #301, Fort Walton Beach, FL, 32548, USA",205 Brooks St SE ,#301,Fort Walton Beach,FL,32548,USA,Active,30.401917,-86.6016965,2025-10-18T00:00:42.000Z,2025-10-18T00:00:42.000Z
Image Perfect Laser,image-perfect-laser,9494853866,"Newport Beach, 250 Newport Center Dr. Level M, M101, CA, 92660, USA",Newport Beach,,"250 Newport Center Dr. Level M, M101",CA,92660,USA,Active,33.611054,-117.8736646,2025-10-18T00:00:42.000Z,2025-10-18T00:00:42.000Z
Natalia Yermakov,natalia-yermakov,509-828-9089,"9118 E Wabash Rd, Spokane, WA, 99206, USA",9118 E Wabash Rd,,Spokane,WA,99206,USA,Active,47.7032902,-117.2821201,2025-10-18T00:00:43.000Z,2025-10-18T00:00:43.000Z
PUR Aesthetics/The Lab,pur-aestheticsthe-lab,651-212-8708,"7240 E Point Douglas Rd S, Cottage Grove, MN, 55016, USA",7240 E Point Douglas Rd S,,Cottage Grove,MN,55016,USA,Active,44.8314369,-92.9572826,2025-10-18T00:00:43.000Z,2025-10-18T00:00:43.000Z
Philly Wellness Center,philly-wellness-center,215-709-9710,"834 South Street, Philadelphia, PA, 19147, USA",834 South Street,,Philadelphia,PA,19147,USA,Active,39.9424103,-75.15664120000001,2025-10-18T00:00:44.000Z,2025-10-18T00:00:44.000Z
Sugar.Lash.Glow,sugarlashglow,8184880706,"1281 Minton Dr., Big Bear City, CA, 92314, USA",1281 Minton Dr.,,Big Bear City,CA,92314,USA,Active,34.2378224,-116.8541991,2025-10-18T00:00:44.000Z,2025-10-18T00:00:44.000Z
The Look & Co,the-look-and-co,843-281-4536,"1031 Chuck Dawley BLVD , suite 4, Mount Pleasant, SC, 29464, USA",1031 Chuck Dawley BLVD ,suite 4,Mount Pleasant,SC,29464,USA,Active,32.7964853,-79.8595685,2025-10-18T00:00:44.000Z,2025-10-18T00:00:44.000Z
B Barnett Spa,b-barnett-spa,5012232514,"8201 Cantrell Road , #280, Little Rock, AR, 72227, USA",8201 Cantrell Road ,#280,Little Rock,AR,72227,USA,Active,34.7762076,-92.36609229999999,2025-10-18T00:00:45.000Z,2025-10-18T00:00:45.000Z
Barber Haus,barber-haus,6307546594,"232 S Washington St. , Suite 7, Naperville, IL, 60540, USA",232 S Washington St. ,Suite 7,Naperville,IL,60540,USA,Active,41.7722337,-88.1475517,2025-10-18T00:00:45.000Z,2025-10-18T00:00:45.000Z
Good Rest Med Spa,good-rest-med-spa,(385) 500-5297,"910 E 100 N Ste 155, Payson, UT, 84651, USA",910 E 100 N Ste 155,,Payson,UT,84651,USA,Active,40.04400810000001,-111.7172645,2025-10-18T00:00:45.000Z,2025-10-18T00:00:45.000Z
Reshape Body Bar,reshape-body-bar,725-780-1150,"9235 W Russell Rd, Suite 258 BOX 186, Las Vegas, NV, 89148, USA",9235 W Russell Rd,Suite 258 BOX 186,Las Vegas,NV,89148,USA,Active,36.0839393,-115.2932628,2025-10-18T00:00:46.000Z,2026-01-20T18:59:32.000Z
SkinCare by Alana,skincare-by-alana,949-276-5827,"27131 Calle Arroyo , Suite 1702, San Juan Capistrano, CA, 92675, USA",27131 Calle Arroyo ,Suite 1702,San Juan Capistrano,CA,92675,USA,Active,33.499641,-117.6574301,2025-10-18T00:00:46.000Z,2025-10-18T00:00:46.000Z
The aesthetic by Nevette Santana,the-aesthetic-by-nevette-santana,(786) 674-1303,"2336 Hollywood Blvd, Hollywood, FL, 33020, USA",2336 Hollywood Blvd,,Hollywood,FL,33020,USA,Active,26.0109664,-80.1542515,2025-10-18T00:00:47.000Z,2025-10-18T00:00:47.000Z
Beauti Pharm MedSpa,beauti-pharm-medspa,8109556683,"8121 Trillium Circle Ave. , Suite 105, Grand Blanc, MI, 48439, USA",8121 Trillium Circle Ave. ,Suite 105,Grand Blanc,MI,48439,USA,Active,42.9275632,-83.62987849999999,2025-10-18T00:00:47.000Z,2025-10-18T00:00:47.000Z
Enhanced Beauty & Wellness Clinic,enhanced-beauty-and-wellness-clinic,540.751.8140,"151 W Main St., Purcellville, VA, 20132, USA",151 W Main St.,,Purcellville,VA,20132,USA,Active,39.1369398,-77.7157735,2025-10-18T00:00:47.000Z,2025-10-18T00:00:47.000Z
Injx Bar,injx-bar,480-737-5076,"10200 W Happy Valley Rd, 125, Peoria, AZ, 85383, USA",10200 W Happy Valley Rd,125,Peoria,AZ,85383,USA,Active,33.713351,-112.2787785,2025-10-18T00:00:48.000Z,2025-10-18T00:00:48.000Z
Jenns Beauty Bar,jenns-beauty-bar,269-370-0672,"9924 Gulf Coast Main St , Studio 17, Fort Myers, FL, 33913, USA",9924 Gulf Coast Main St ,Studio 17,Fort Myers,FL,33913,USA,Active,26.4865624,-81.78670269999999,2025-10-18T00:00:48.000Z,2025-10-18T00:00:48.000Z
MS Wellness,ms-wellness,+1 (949) 872-4046,"5001 Birch St, , #47, Newport Beach, CA, 92660, USA","5001 Birch St, ",#47,Newport Beach,CA,92660,USA,Active,33.6671504,-117.858594,2025-10-18T00:00:49.000Z,2025-10-18T00:00:49.000Z
Sugarface Skincare - Sherman Oaks,sugarface-skincare-sherman-oaks,818-300-8459,"13910 Ventura Blvd, Sherman Oaks, CA, 91423, USA",13910 Ventura Blvd,,Sherman Oaks,CA,91423,USA,Active,34.14851460000001,-118.4354965,2025-10-18T00:00:49.000Z,2025-10-18T00:00:49.000Z
Sōl Aesthetics and Wellness,sol-aesthetics-and-wellness,9493852270,"17621 Irvine Blvd , Ste 209, Tustin, Ca, 92780, USA",17621 Irvine Blvd ,Ste 209,Tustin,Ca,92780,USA,Active,33.7487189,-117.8248104,2025-10-18T00:00:49.000Z,2025-10-18T00:00:49.000Z
The skin Routine med spa,the-skin-routine-med-spa,541-951-0157,"421 Silverado circle, Medford, OR, 97504, USA",421 Silverado circle,,Medford,OR,97504,USA,Active,42.3208408,-122.8313647,2025-10-18T00:00:50.000Z,2025-10-18T00:00:50.000Z
MOV Aesthetics,mov-aesthetics,(720) 810-8014,"3005 47th St , Suite F3, Boulder, CO, 80301, USA",3005 47th St ,Suite F3,Boulder,CO,80301,USA,Active,40.0294897,-105.2436168,2025-10-18T00:00:50.000Z,2025-10-18T00:00:50.000Z
Glow with Tara,glow-with-tara,307-413-2547,"155 E 900 S, Salt Lake City, UT, 84111, USA",155 E 900 S,,Salt Lake City,UT,84111,USA,Active,40.74997570000001,-111.8865071,2025-10-18T00:00:51.000Z,2025-10-18T00:00:51.000Z
Med-Surg Aesthetics + Laser Academy/Ageless Beauty and Wellness,med-surg-aesthetics-laser-academyageless-beauty-and-wellness,480-785-0085,"8575 E Princess Drive, , Suite A221, Scottsdale, AZ, 85255, USA","8575 E Princess Drive, ",Suite A221,Scottsdale,AZ,85255,USA,Active,33.6449308,-111.8938166,2025-10-18T00:00:51.000Z,2025-10-18T00:00:51.000Z
Plastic Surgery Institute,plastic-surgery-institute,3102486250,"465 North Roxbury Drive, , Suite 1007, Beverly Hills, CA, 90210, USA","465 North Roxbury Drive, ",Suite 1007,Beverly Hills,CA,90210,USA,Active,34.0681782,-118.4074267,2025-10-18T00:00:51.000Z,2025-10-18T00:00:51.000Z
The Skin Suite,the-skin-suite,916-223-3704,"3853 Taylor Rd , 675, Loomis, CA, 95650, USA",3853 Taylor Rd ,675,Loomis,CA,95650,USA,Active,38.81568,-121.1990777,2025-10-18T00:00:52.000Z,2025-10-18T00:00:52.000Z
Graeber & Company,graeber-and-company,208-343-4915,"420 W Main Street , Suite 101A, Boise, ID, 83702, USA",420 W Main Street ,Suite 101A,Boise,ID,83702,USA,Active,43.6138997,-116.1994767,2025-10-18T00:00:52.000Z,2025-10-18T00:00:52.000Z
KP Esthetics LLC,kp-esthetics-llc,8583767055,"16621 Dove Canyon Rd. , #113, San Diego, CA, 92127, USA",16621 Dove Canyon Rd. ,#113,San Diego,CA,92127,USA,Active,33.0159774,-117.110731,2025-10-18T00:00:52.000Z,2025-10-18T00:00:52.000Z
LEA Plastic Surgery,lea-plastic-surgery,(949) 945-2168,"20360 SW Birch Street , Ste 180, Newport Beach, CA, 92660, USA",20360 SW Birch Street ,Ste 180,Newport Beach,CA,92660,USA,Active,33.656297,-117.877526,2025-10-18T00:00:53.000Z,2025-10-18T00:00:53.000Z
Skin Care By Meera,skin-care-by-meera,6504253845,"218 Primrose Rd , suite 12, Burlingame, CA, 94010, USA",218 Primrose Rd ,suite 12,Burlingame,CA,94010,USA,Active,37.5770228,-122.347011,2025-10-18T00:00:53.000Z,2025-10-18T00:00:53.000Z
Skin Perfections Medical Spa,skin-perfections-medical-spa,(956) 542-2325,"1201 E ALTON GLOOR BLVD, BROWNSVILLE, TX, 78526-3831, USA",1201 E ALTON GLOOR BLVD,,BROWNSVILLE,TX,78526-3831,USA,Active,25.980536,-97.4972634,2025-10-18T00:00:53.000Z,2025-10-18T00:00:53.000Z
Afterglow Medical Aesthetics,afterglow-medical-aesthetics,415-650-9688,"520 Tamalpais , Ste 204, Corte Madera, CA, 94925, USA",520 Tamalpais ,Ste 204,Corte Madera,CA,94925,USA,Active,37.9257033,-122.5225617,2025-10-18T00:00:54.000Z,2025-10-18T00:00:54.000Z
Nouvo MedSpa,nouvo-medspa,850-877-2126,"2452 Mahan Dr., Tallahassee, FL, 32308, USA",2452 Mahan Dr.,,Tallahassee,FL,32308,USA,Active,30.4575177,-84.23644589999999,2025-10-18T00:00:54.000Z,2025-10-18T00:00:54.000Z
Skin by Sarah Ford,skin-by-sarah-ford,9802105147,"9301 Wilshire Blvd, , Suite 315, Beverly Hills, CA, 90210, USA","9301 Wilshire Blvd, ",Suite 315,Beverly Hills,CA,90210,USA,Active,34.0673356,-118.3946809,2025-10-18T00:00:55.000Z,2025-10-20T18:11:11.000Z
VG Beauty,vg-beauty,346-628-6424,"13303 Champion Forest Drive , Suite 4, Houston, TX, 77069, USA",13303 Champion Forest Drive ,Suite 4,Houston,TX,77069,USA,Active,29.9814862,-95.51539249999999,2025-10-18T00:00:55.000Z,2025-10-18T00:00:55.000Z
New Skin Medical Spa,new-skin-medical-spa,(206) 222-6985,"10845 Main St, Bellevue, WA, 98004, USA",10845 Main St,,Bellevue,WA,98004,USA,Active,47.6098597,-122.1943744,2025-10-18T00:00:55.000Z,2025-10-18T00:00:55.000Z
Elevate Medical Aesthetics + IV Bar,elevate-medical-aesthetics-iv-bar,509-414-1003,"210 Stehekin Way, Chelan, WA, 98816, USA",210 Stehekin Way,,Chelan,WA,98816,USA,Active,47.8594777,-120.0471217,2025-10-18T00:00:56.000Z,2025-10-18T00:00:56.000Z
Polished Skin.Wax: Jamie Egan,polished-skinwax-jamie-egan,360-825-4656,"2135 Roosevelt Ave, Enumclaw, WA, 98022, USA",2135 Roosevelt Ave,,Enumclaw,WA,98022,USA,Active,47.1996166,-121.997079,2025-10-18T00:00:56.000Z,2025-10-18T00:00:56.000Z
"Pinnacle Dermatology - Barrington, IL",pinnacle-dermatology-barrington-il,833-257-7546,"738 W Northwest Hwy, Barrington, IL, 60010, USA",738 W Northwest Hwy,,Barrington,IL,60010,USA,Active - Non-accruing,42.16793270000001,-88.1563171,2025-10-18T00:00:56.000Z,2026-03-12T21:46:03.000Z
Pinnacle/Qualderm - New Horizons Center for Cosmetic Surgery,pinnaclequalderm-new-horizons-center-for-cosmetic-surgery,(847) 674-4646,"9843 Gross Point Rd., Skokie, IL, 60076, USA",9843 Gross Point Rd.,,Skokie,IL,60076,USA,Active,42.05992730000001,-87.7331524,2025-10-18T00:00:57.000Z,2025-10-18T00:00:57.000Z
McAuley & Co Aesthetics,mcauley-and-co-aesthetics,480-934-0199,"4936 S Power Rd, , Suite 138, Gilbert, AZ, 85212, USA","4936 S Power Rd, ",Suite 138,Gilbert,AZ,85212,USA,Active,33.3264976,-111.6898128,2025-10-18T00:00:57.000Z,2025-10-18T00:00:57.000Z
H2 MedSpa,h2-medspa,817-241-2485,"4900 White Settlement Rd, Fort Worth, TX, 76114, USA",4900 White Settlement Rd,,Fort Worth,TX,76114,USA,Active,32.7602376,-97.3964369,2025-10-18T00:00:58.000Z,2025-10-18T00:00:58.000Z
Root to Rise Yoga,root-to-rise-yoga,(720) 372-7129,"101 Ulster Ct , #101, Denver, CO, 80230, USA",101 Ulster Ct ,#101,Denver,CO,80230,USA,Active,39.7230557,-104.894152,2025-10-18T00:00:58.000Z,2025-10-18T00:00:58.000Z
Eternal Glow Med Spa,eternal-glow-med-spa,732-866-4000,"900 W. Main Street , Suite 1, Freehold, NJ, 07728, USA",900 W. Main Street ,Suite 1,Freehold,NJ,07728,USA,Active,40.234617,-74.31245109999999,2025-10-18T00:00:58.000Z,2025-10-18T00:00:58.000Z
Mountain Glow Esthetics,mountain-glow-esthetics,208-921-7288,"410 Virginia Street , Suite D, New Meadows, ID, 83654, USA",410 Virginia Street ,Suite D,New Meadows,ID,83654,USA,Active,44.9713769,-116.2823381,2025-10-18T00:00:59.000Z,2025-10-18T00:00:59.000Z
Orange Twist - San Juan Capistrano,orange-twist-san-juan-capistrano,949-682-3636,"31001 Rancho Viejo Road, , Suite 120, San Juan Capistrano, CA, 92675, USA","31001 Rancho Viejo Road, ",Suite 120,San Juan Capistrano,CA,92675,USA,Active - Non-accruing,33.5093531,-117.6599772,2025-10-18T00:00:59.000Z,2025-12-03T23:59:19.000Z
Pello Wellness Medical Spa,pello-wellness-medical-spa,541-731-3545,"774 Tyson Ln, Eugene, OR, 97404, USA",774 Tyson Ln,,Eugene,OR,97404,USA,Active,44.1182455,-123.1480314,2025-10-18T00:00:59.000Z,2025-10-18T00:00:59.000Z
ReJuveCare Clinic & Medical Spa,rejuvecare-clinic-and-medical-spa,406-203-5174,"1300 S Reserve St., , Suite H, Missoula, MT, 59801, USA","1300 S Reserve St., ",Suite H,Missoula,MT,59801,USA,Active,46.8589878,-114.0387386,2025-10-18T00:01:00.000Z,2025-10-18T00:01:00.000Z
Sacramento Medical Spa,sacramento-medical-spa,925-786-8799,"705 University Ave, Sacramento, CA, 95825, USA",705 University Ave,,Sacramento,CA,95825,USA,Active,38.5659675,-121.4197696,2025-10-18T00:01:00.000Z,2025-10-18T00:01:00.000Z
"Shawn Thursby-Palmer FNP, MSN",shawn-thursby-palmer-fnp-msn,9518759002,"21166 Placerita Canyon Road, Newhall, CA, 91321, USA",21166 Placerita Canyon Road,,Newhall,CA,91321,USA,Active,34.3797427,-118.5078271,2025-10-18T00:01:01.000Z,2025-10-18T00:01:01.000Z
Eucalyptus Lake Forrest,eucalyptus-lake-forrest,818-730-6840,"21975 Trailway Lane, Lake Forrest, CA, 92630, USA",21975 Trailway Lane,,Lake Forrest,CA,92630,USA,Active,33.6435874,-117.6923077,2025-10-18T00:01:01.000Z,2025-10-18T00:01:01.000Z
Lindys Facial Room,lindys-facial-room,936-320-8191,"506 Honea Egypt Road- , Suite 407, Magnolia, TX, 77354, USA",506 Honea Egypt Road- ,Suite 407,Magnolia,TX,77354,USA,Active,30.2272214,-95.5668336,2025-10-18T00:01:01.000Z,2025-10-18T00:01:01.000Z
Southside Beauty,southside-beauty,7327739040,"2841 LEGACY DR, Anchorage, AK, 99516, USA",2841 LEGACY DR,,Anchorage,AK,99516,USA,Active,61.1027078,-149.82901,2025-10-18T00:01:02.000Z,2025-10-18T00:01:02.000Z
Nourished IV Drip Bar and Wellness Clinic,nourished-iv-drip-bar-and-wellness-clinic,5405802240,"3214 Electric Rd , #207, Roanoke, VA, 24018, USA",3214 Electric Rd ,#207,Roanoke,VA,24018,USA,Active,37.2300675,-80.00742900000002,2025-10-18T00:01:02.000Z,2025-10-18T00:01:02.000Z
Buffalo Skin Club,buffalo-skin-club,716-650-1301,"315 Campbell Blvd, Getzville, NY, 14068, USA",315 Campbell Blvd,,Getzville,NY,14068,USA,Active,43.024386,-78.7675828,2025-10-18T00:01:03.000Z,2025-11-11T03:06:47.000Z
Oak & Stone Wellness,oak-and-stone-wellness,916-872-5895,"198 W Main Street , Suite 16, El Cajon, CA, 92020, USA",198 W Main Street ,Suite 16,El Cajon,CA,92020,USA,Active,32.7963152,-116.9640858,2025-10-18T00:01:03.000Z,2025-10-18T00:01:03.000Z
Starwood Med Spa,starwood-med-spa,214 705 0400,"6950 Lebanon Road , #105, Frisco, TX, 75034, USA",6950 Lebanon Road ,#105,Frisco,TX,75034,USA,Active,33.1236465,-96.82550289999999,2025-10-18T00:01:03.000Z,2025-10-18T00:01:03.000Z
