store_name,address,city,state,zip_code,phone_number,email,website
Water's Edge Dermatology Palm Beach Gardens,4255 Kings Hwy,Port Charlotte,FL,33980,19412252080,Srovendro@wederm.com,{'url': 'http://www.wederm.com'}
Water's Edge Dermatology Palm Beach Gardens,4315 Tamiami Trail South,Venice,FL,34293,19412182886,Srovendro@wederm.com,{'url': 'http://www.wederm.com'}
Cumberland Skin Surgery and Dermatology,107 Glidepath Way,Lebanon,TN,37090,16154495771,sam.burks@cumberlandskin.com,{'url': 'https://cumberlandskin.com/'}
New Radiance Cosmetic Center,"2655 South State Rd 7, Ste 830",Wellington,FL,33414,15613234267,contact.pbg@newradiancenow.com,{'url': 'http://www.radianceofpalmbeach.com/'}
Dermestetics,7504 Iron Bar Lane,Gainsville,VA,20155,17032146984,info@sechoirbeautybarva.com,{'url': 'https://dermestetics.com/'}
US Dermatology Partners Centreville,"13880 Braddock Rd, Ste 301",Centreville,VA,20121,17032222773,lkellmel@usdermpartners.com,{'url': 'https://www.usdermatologypartners.com/'}
Cahaba Dermatology Skin Health Center,"1649 N McFarland Blvd, Ste 201",Tuscaloosa,AL,35406,12052147546,cgulick@cahabaderm.com,{'url': 'https://cahabaderm.com'}
Premier Dermatology Partners,"10383 Hagen Ranch Rd, Ste 100",Boynton Beach,FL,33437,15617395252,ap@phynet.com,{'url': 'https://www.berlindermatology.com'}
Advanced Dermatology and Cosmetic Surgery - Fort Washington,"11701 Livingston Rd, Ste 302",Fort Washington,MD,20744,18664003376,melany.ramos@adcsclinics.com,{'url': 'https://www.advancedderm.com/'}
Fair Oaks Skin Care,"3700 Joseph Siewick Dr, Ste 302",Fairfax,VA,22033,17036482488,monica.muse@acdsclinics.com,{'url': 'https://www.advancedderm.com/locations/virginia/fairfax/3700-joseph-siewick-dr-ste-302'}
Cumberland Skin Surgery and Dermatology at Hermitage,"3786 Central Pike, Ste 110",Hermitage,TN,37076,16159645941,sam.burks@cumberlandskin.com,{'url': 'https://cumberlandskin.com/'}
Advanced Dermatology and Cosmetic Surgery - Alexandria,"4660 Kenmore Ave, Ste 1100",Alexandria,VA,22304,17033700073,blanca.reinaltt@adcsclinics.com,{'url': 'https://www.advancedderm.com/'}
US Dermatology Fairfax,"8316 Arlington Blvd, Ste 400",Fairfax,VA,22031,17036410083,tcanterbury@usdermpartners.com,{'url': 'https://www.usdermatologypartners.com/locations/virginia/fairfax/fairfax/'}
5th Avenue Plastic Surgery,526 SE 5th Ave,Delray Beach,FL,33483,15613309500,iliana@5thavenueplasticsurgery.com,{'url': 'https://5thavenueplasticsurgery.com/'}
Delray Dermatology and Cosmetic Center,550 6th Ave,Delray Beach,FL,33483,15614408020,Abirchler@delrayskin.com,{'url': 'https://delrayskin.com/'}
Water's Edge Dermatology Palm Beach Gardens,"6642 W Atlantic Ave., Kings Point Plaza",Delray Beach,FL,33446,15619212221,Srovendro@wederm.com,{'url': 'http://www.wederm.com'}
Dermestetics,2672 J Avenir Pl,Vienna,VA,22180,17036988162,info@sechoirbeautybarva.com,{'url': 'https://dermestetics.com/'}
REN Dermatology,"155 Covey Dr, Ste 200",Franklin,TN,37067,16158353220,amoore@rendermatology.com,{'url': 'http://rendermatology.com/'}
V/O Med Spa Delray Beach,"620 LINTON BLVD, SUITE 210",DELRAY BEACH,FL,33444,17864487910,delraymgr@viomedspa.com,{'url': 'https://www.viomedspa.com/'}
Premier Dermatology Partners,"3100 South Federal Highway, Suite 8",Delray Beach,FL,33483,15612781362,darah.wenzowski@gmail.com,{'url': 'http://premierdermatologypartners.com'}
Pinnacle Dermatology Hendersonville,"190D Saundersville Rd, Suite 2005",Hendersonville,TN,37075,16155674019,maricruz.ramirez@qualderm.com,{'url': 'https://pinnacleskin.com/'}
Pinnacle Dermatology Franklin,"125 Cool Springs Blvd, Ste 210",Franklin,TN,37067,16294443836,regan.walker@pinnacleskin.com,{'url': 'https://pinnacleskin.com/'}
SkinSpirit,"400 Centerview Drive, Suite 4000",Brentwood,TN,37027,16298997760,accountspayable@skinspirit.com,{'url': 'https://www.skinspirit.com/'}
NM Aesthetics and Wellness,"4201 Wilson Blvd, Ste 250",Arlington,VA,22203,15713103223,bennyb@nmaesthetics.com,{'url': 'https://www.nursemegan.com/'}
Cumberland Skin Hendersonville,"100 Springhouse Ct., Ste 100",Hendersonville,TN,37075,16152663554,jessica.weston@cumberlandskin.com,{'url': 'https://hendersonville.cumberlandskin.com/'}
Advanced Dermatology & Cosmetic Surgery,"1905 Clint Moore Rd, Suite 100",Boca Raton,FL,33496,15612414474,AP@adcsclinics.com,{'url': 'https://www.advancedderm.com/'}
Sanctuary Medical Center,"4800 N Federal Hwy, Ste 100C",Boca Raton,FL,33431,15617679161,cheryl@sanctuarymedical.com,{'url': 'http://www.sanctuarymedical.com'}
Allure Aesthetics,"4700 NW 2nd Ave, Ste 103",Boca Raton,FL,33431,15614092791,heather@allureaestheticsFL.com,{'url': 'https://www.allureaestheticsfl.com/'}
Spa Haus Nashville,2811 Columbine Pl,Nashville,TN,37204,16156868433,Elyse@spahausnashville.com,{'url': 'https://www.spahausnashville.com/'}
REN Dermatology,"1195 Old Hickory Blvd, Unit 202",Brentwood,TN,37027,16158353220,amoore@rendermatology.com,{'url': 'http://rendermatology.com/'}
SkinDC,"1525 Wilson Blvd, Ste 125",Arlington,VA,22209,17032146496,accounting@skindcderm.com,{'url': 'https://www.skindcderm.com'}
SkinSpirit,"6224 OLD DOMINION DRIVE, SUITE 6D",MC LEAN,VA,22101,15716484600,accountspayable@skinspirit.com,{'url': 'http://www.skinspirit.com'}
Dermestetics,"1400 Chain Bridge RD, Unit 102",McLean,VA,22101,17032890175,info@sechoirbeautybarva.com,{'url': 'https://dermestetics.com/'}
Hideout Boutique,"1342 Colonial Blvd, H58",Fort Myers,FL,33907,12399360758,Hideoutboutique@gmail.com,{'url': 'https://www.hideoutboutique.com/'}
Bespoke Aesthetic & Wellness,3233 P St NW,Washington,DC,20007,18336422542,info@adrienneshostak.com,{'url': 'https://www.adrienneshostak.com/'}
Washington Institute of Dermatologic Laser Surgery,"1430 K St Nw, #200",Washington,DC,20005,12023930282,purchasing@PHYNET.COM,{'url': 'http://www.skinlaser.com'}
SkinSpirit,"1855 Wisconsin Ave NW, Ste A",Washington,DC,20007,12029928890,accountspayable@skinspirit.com,{'url': 'https://www.skinspirit.com/'}
Premier Dermatology Partners,20937 Lyons Rd,Boca Raton,FL,33428,15614835666,darah.wenzowski@gmail.com,{'url': 'http://premierdermatologypartners.com'}
4ever Young - Boca Raton,"5458 Town Center Road, Suite 19",Boca Raton,FL,33486,15613208111,order@medvelle.com,{'url': 'https://www.fyinstitute.com/'}
Rendon Derm Aesthetic Center,"1001 NW 13th Street, Suite 100",Boca Raton,FL,33486,15617500544,purchasing@dermcaremgt.com,{'url': 'http://www.drrendon.com'}
Premier Dermatology Partners,"951 NW 13th St, Suite 2D",Boca Raton,FL,33486,15618625021,darah.wenzowski@gmail.com,{'url': 'http://premierdermatologypartners.com'}
Elan Skin,3750 Hillsboro Pike,Nashville,TN,37215,16158144999,haley@elannashville.com,{'url': 'https://www.elanskinandlaser.com/'}
Water's Edge Dermatology Palm Beach Gardens,"9980 Central Park Blvd North, Ste 124",Boca Raton,FL,33428,15612959249,Srovendro@wederm.com,{'url': 'http://www.wederm.com'}
Langley SkinMD,3817 Bedford Ave,Nashville,TN,37215,16153211020,catherine@langleyskin.com,{'url': 'https://langleyskin.com/'}
Therapy Systems Inc,"4009 HILLSBORO ROAD, STE 101",NASHVILLE,TN,37215,16152929455,liz.hallemann@therapysystems.com,
Premier Dermatology Partners,"7280 W Palmetto Park R, Ste 207N",Boca Raton,FL,33433,15613681440,darah.wenzowski@gmail.com,{'url': 'http://premierdermatologypartners.com'}
Advanced Dermatology & Cosmetic Surgery- Ft Myers,7310 College Pkwy,Ft Myers,FL,33907,12397686100,courtney.slavens@adcsclinics.com,{'url': 'https://www.advancedderm.com/'}
Delozier Cosmetic Surgery Center,209 23rd Ave N,Nashville,TN,37203,16155659000,accounting@drdelozier.com,{'url': 'http://drdelozier.com/'}
Maragh Dermatology Surgery & Vein Institute,"45155 Research Place, Ste 140",Ashburn,VA,20147,17038580500,kmaragh@novadermatology.com,{'url': 'https://maraghdermatology.com/'}
Brian S Biesman MD,"345 23rd Ave N, Ste 416",Nashville,TN,37203,16153291110,tammy@drbiesman.com,{'url': 'https://drbiesman.com/'}
Complexion,3417 Murphy Road,Nashville,TN,37203,16152673414,natalie@complexionnashville.com,{'url': 'https://www.complexionnashville.com/'}
Capital Laser and Skin Care,5471 Wisconsin Ave,Chevy Chase,MD,20815,13017989699,kgraves@capitalskinlaser.com,{'url': 'http://capitalskinlaser.com/'}
Dermatologic Surgery Center,"5530 Wisconsin Ave, #820",Chevy Chase,MD,20815,13016528081,darlene.shaw@mohs-md.com,{'url': 'http://mohs-md.com/'}
Natura Med Spa,7383 NORTH STATE ROAD 7,PARKLAND,FL,33073,19547534492,Amanda@theclinique.com,{'url': 'http://www.naturamedspa.com'}
Pinnacle Dermatology Nashville,24 White Bridge Pike,Nashville,TN,37205,16153527735,ap@pinnacleskin.com,{'url': 'https://pinnacleskin.com/'}
Refined Aesthetics,"108 Church St, Ste B",Leesburg,VA,20175,17037772220,beautyinleesburg@gmail.com,{'url': 'http://www.beautyinleesburg.com/'}
Moksha Aesthetics and Aesthetic University,"10220 River Rd, Ste 3",Potomac,MD,20854,12409075009,MEL.LEGASPI@MOKSHAAESTHETICS.COM,{'url': 'https://mokshaaesthetics.com/'}
4Ever Young - Parkland,5988 Coral Ridge Dr,Parkland,FL,33076,19545004846,Kimmie@fyinstitute.com,{'url': 'https://www.fyinstitute.com/'}
Chevy Chase Cosmetic Center,"8401 Connecticut Ave, Ste 210",Chevy Chase,MD,20815,12402972088,loida@chevychasecosmeticcenter.com,{'url': 'http://www.chevychasecosmeticcenter.com'}
Galore Medical,"7522 Wiles Road, Ste B201",Coral Springs,FL,33067,19545484338,desirshenida@yahoo.com,{'url': 'https://galoremedical.com/'}
Water's Edge Dermatology Palm Beach Gardens,3973 N Federal Hwy,Lighthouse Point,FL,33064,19543617911,Srovendro@wederm.com,{'url': 'http://www.wederm.com'}
DermAssociates Silver Spring,"10313 Georgia Ave, Ste 309",Silver Spring,MD,20902,13016817000,mcarter@usdermpartners.com,{'url': 'https://www.usdermatologypartners.com/'}
Maragh Dermatology Surgery & Vein Institute,"14995 Shady Grove Road, Suite 150",Rockville,MD,20850,13013585919,kmaragh@novadermatology.com,{'url': 'https://maraghdermatology.com/'}
Advanced Dermatology & Cosmetic Surgery -Rockville,"2401 RESEARCH BOULEVARD, SUITE 260",ROCKVILLE,MD,20850,13019906565,natalie.pettit@adcsclinics.com,{'url': 'https://www.advancedderm.com/'}
SkinSpirit,215 Market St W,Gaithersburg,MD,20878,12407805400,accountspayable@skinspirit.com,{'url': 'https://www.skinspirit.com/'}
Healthy Glow Aesthetics,"2821 E Commercial Blvd., Suite 200",Fort Lauderdale,FL,33308,13058964360,healthyglowaesthetics@gmail.com,{'url': 'https://healthyglowaesthetics.com/'}
Juvly Aesthetics,"4750 N Federal Highway, Ste 302",Ft. Lauderdale,FL,33308,19543616866,Fortlauderdale1@juvly.clom,{'url': 'https://www.juvly.com/'}
4ever Young- Ft Lauderdale,"4331 N Federal Highway, Suite 100",Ft Lauderdale,FL,33308,17542182412,order@medvelle.com,{'url': 'https://www.fyinstitute.com/'}
Waverly Dermspa,2870 East Oakland Park Blvd,Ft Lauderdale,FL,33306,19546663736,nycderm@gmail.com,{'url': 'http://www.waverlydermspa.com'}
SkinSpirit,"1915 TOWNE CENTRE BLVD, SUITE 110",ANNAPOLIS,MD,21401,16676465700,accountspayable@skinspirit.com,{'url': 'https://www.skinspirit.com/'}
V/O Med Spa Annapolis,"2077 Somerville Rd, Ste 150",Annapolis,MD,21401,14104978909,annapolismgr@viomedspa.com,{'url': 'https://www.viomedspa.com/locations/annapolis'}
Current Dermatology and Cosmetic Center,"810 Bestgate Rd, Ste 450",Annapolis,MD,21401,14103843045,mwalterhoefer@currentderm.com,{'url': 'https://www.currentderm.com/'}
Water's Edge Dermatology Palm Beach Gardens,"4161 NW 5th St, Ste 202",Plantation,FL,33317,19545167356,Srovendro@wederm.com,{'url': 'http://www.wederm.com'}
Shino Bay Cosmetic Dermatology Plastic Surgery & Laser Institute,"350 E Las Olas Blvd, Unit 110",Fort Lauderdale,FL,33301,19547653005,linda@shinobayderm.com,{'url': 'https://shinobayderm.com/'}
Cosmetic Skin & Laser,"8855 IMMOKALEE ROAD, SUITE 11",NAPLES,FL,34120,12313477395,invoices@cslcbeauty.com,{'url': 'https://cslcbeauty.com/'}
Riverchase Dermatology Broward - Weston,"2625 Executive Park Dr, Ste 7",Weston,FL,33331,19544355100,dhorton@riverchasederm.com,{'url': 'http://www.riverchasedermatology.com'}
4Ever Young - Naples,"9100 Strada Pl, Ste 2135",Naples,FL,34108,12396741809,dianidc@4everyoungnaples.com,{'url': 'https://4everyoungantiaging.com/'}
SkinSaint Kate,"3000 COOMBS FARM ROAD, SUITE 106",MORGANTOWN,WV,26508,13046924003,Katelyn.tgc@gmail.com,{'url': 'http://theglamourcollective.glossgenius.com'}
Ageless Skin,"10640 Griffin Rd, Ste. 102",Cooper City,FL,33328,19546808330,lydia@agelessmed.com,{'url': 'https://www.agelessmed.com/'}
Willow Medical Spa,186 Fairchance Rd,Morgantown,WV,26505,13047772352,kaycee.hartley@gmail.com,{'url': 'http://willowmedspa.com/'}
Truglo Medspa,"1250 Pine Ridge Rd, Unit 101 B",Naples,FL,34109,12399197009,jessica@truglomedspa.com,{'url': 'https://www.truglomedspa.com/'}
Hollywood Derm And Cosm Surg Specls,"3850 HOLLYWOOD BLVD, SUITE 301",HOLLYWOOD,FL,33021,19548439443,abyrd@dermcaremgt.com,
Riverchase Dermatology Pembroke Pines,"603 N Flamingo Rd, Ste 350",Pembroke Pines,FL,33028,19544355100,lparrales@riverchasederm.com,{'url': 'https://www.riverchasedermatology.com'}
Advanced Dermatology & Cosmetic Surgery -Pembroke Pines,"3 SW 129TH Ave, Ste 100",Pembroke Pines,FL,33027,19544473200,lina.lopez@adcsclinics.com,{'url': 'https://www.advancedderm.com/'}
Maria Hawkins Aesthetics,512 N Market Street,Frederick,MD,21701,12404394305,info@hawkinsaesthetics.com,{'url': 'https://hawkinsaesthetics.com/'}
Advance Dermatology and Skin Surgery Specialist PA,"1000 Goodlette-Frank Rd, Suite 100",Naples,FL,34102,12395293376,Linda@yhderm.com,{'url': 'https://www.yhderm.com/'}
V/O Med Spa Aventura,2980 NE 207th Street,Aventura,FL,33180,19542728330,Aventuramgr@viomedspa.com,{'url': 'https://www.viomedspa.com/locations/aventura'}
Cosmetic Skin & Laser Centers,"700 2nd Ave North, #205",Naples,FL,34102,12393677353,annas@cslcbeauty.com,{'url': 'https://cslcmichigan.com/'}
4Ever Young- Aventura,"2875 NE 191st, Suite 102",Miami,FL,33180,13054259590,rwesby@4everyoungaventura.com,{'url': 'https://4everyoungantiaging.com/location/aventura-2/'}
Aventura Dermatology,18801 NE 29th Ave,Aventura,FL,33180,17545449030,gbuenos@dermcaremgt.com,{'url': 'https://aventuradermatology.com/'}
SavvyDerm Skin Clinic,"32782 Cedar Drive, Suite 2",Millville,DE,19967-6919,13022575089,admin@savvyderm.com,{'url': 'https://www.savvyderm.com/'}
Riverchase Dermatology - Bay Harbor,"1111 Kane Concourse, Suite 100",Bay Harbor Island,FL,33154,13058662177,dminette@riverchasederm.com,{'url': 'http://www.riverchasedermatology.com'}
Advanced Dermatology and Cosmetic Surgery - Pikesville,"1838 Greene Tree Rd, Suite 340",Pikesville,MD,21208,14106023376,Angela.Punte@adcsclinics.com,{'url': 'https://estersondermatology.com/'}
The Aesthetic Center at Woodholme,"1838 Greene Tree Rd, Ste 380",Baltimore,MD,21208,14104867371,maria@facial-plasticsurgery.com,{'url': 'http://www.facial-plasticsurgery.com'}
Bella Pelle Dermatology and Cosmetic Laser Center,"13802 Lake Point Cr, Ste 201",Louisville,KY,40223,15023684133,tabitha.holland@vitalskinderm.com,{'url': 'http://www.bellapelledermatology.com'}
Greater Miami Skin & Laser Center,"4308 Alton Rd, Ste 750",Miami Beach,FL,33140,13055324478,aclement@dermcaremgt.com,{'url': 'https://miamiskinandlaser.com/'}
Pinnacle Dermatology Clarksville,290 Clear Sky Court,Clarksville,TN,37043,19314445040,laura.crawford@pinnacleskin.com,{'url': 'http://www.pinnacleskin.com'}
Meg Fox Aesthetics,876 Kenilworth Dr,Towson,MD,21204,13017781467,info@megfoxaesthetics.com,{'url': 'https://meg-fox-aesthetics.business.site/'}
Lumi Skinbar & Med Spa,3700 Lexington Rd,Louisville,KY,40207,15028886345,orders@lumiskinbar.com,{'url': 'https://lumiskinbar.com/'}
Bowes Dermatology by Riverchase,"3659 South Miami Ave, Ste 6008",Miami,FL,33133,13058566555,ksorrells@riverchasederm.com,{'url': 'http://bowesdermatology.com/'}
Advanced Dermatology Hunt Valley,"10153 York Rd, Ste 104",Cockeysville,MD,21030,14104721006,Melissa.Malkowski@adcsclinics.com,{'url': 'http://www.dermteammd.com'}
Azala Skin Clinic by Paula,"3444 Main Highway, 3rd Floor",Miami,FL,33133,13058159699,christina@azalaskinclinic.com,
Maryland Laser Skin and Vein,"54 Scott Adam Road, Ste 301",Hunt Valley,MD,21030,14106663960,karmacost@mdlsv.com,{'url': 'http://www.mdlsv.com/'}
Wiltz Dermatology,"11760 Bird Rd, Ste 451",Miami,FL,33175,13052279233,carlos.wiltz11@gmail.com,{'url': 'http://www.wiltzdermatology.com'}
Mayoral Dermatology,"6705 Red Road, Ste 314",Coral Gables,FL,33143,13056656166,atessa@mayoralderm.com,{'url': 'http://www.mayoralderm.com'}
Sunset Dermatology,6310 Sunset Dr,Coral Gables,FL,33143,13056692799,iperezmd@sunsetdermatology.com,{'url': 'http://www.sunsetdermatology.com'}
Skin and Cancer Associates of South Miami,"7800 SW 87TH AVENUE, C300",MIAMI,FL,33173,13052740221,f.figueroa@admcorp.com,{'url': 'https://www.miamicosmeticderm.com/'}
SkinLocal Dadeland,9410 SW 77th Ave,Miami,FL,33156,17867018106,silvina@theskinlocal.com,{'url': 'https://theskinlocal.com/'}
Kendall Dermatology,"9408 SW 87 Avenue, Suite 300",Miami,FL,33176,13055950393,purchasing@dermcaremgt.com,{'url': 'https://www.dermcaremgt.com/'}
The Dermatology Group- Crestview Hills,"330 Thomas More Parkway, Suite 201",Crestview Hills,KY,41017,15137704212,purchasing@PHYNET.COM,{'url': 'https://www.thedermgrouppartners.com/'}
Skin Local,"13615 S Dixie Highway, Ste 116",Miami,FL,33176,17867018106,silvina@theskinlocal.com,{'url': 'https://theskinlocal.com/'}
Juvly Aesthetics,331 W 4th St,Cincinnati,OH,45202,18002540188,vendors@juvly.com,{'url': 'http://www.juvly.com'}
Juvly Aesthetics - Cincinnati,"917 Main St, 2nd Floor",Cincinnati,OH,45202,16145007000,vendors@juvly.com,{'url': 'https://www.juvly.com/'}
Augusta Aesthetics,"3651 Michigan Ave, suite 101",Cincinnati,OH,45208,15139130862,augusta.aesthetic@gmail.com,{'url': 'http://www.augustaaesthetic.com'}
The Dermatology Group- Crestview Hills,"4000 Smith Road, Suite 210",Cincinnati,OH,45209,15137704212,purchasing@PHYNET.COM,{'url': 'https://www.thedermgrouppartners.com/'}
Atalo Aesthetics,9309 Montgomery Rd,Cincinnati,OH,45242,15139842000,account@ataloaesthetics.com,{'url': 'https://yourwellnesscenter.com/'}
The Dermatology Group- Blue Ash,"9403 Kenwood Rd, Ste B100",Cincinnati,OH,45242,15137704212,purchasing@PHYNET.COM,{'url': 'https://www.thedermgrouppartners.com/'}
The Dermatology Group- Mason,5298 Socialville-Foster Rd,Mason,OH,45040,15137704212,purchasing@PHYNET.COM,{'url': 'https://www.thedermgrouppartners.com/'}
The Skin Center- Canonsburg,"1900 Main St., Suite 125",Canonsburg,PA,15317,14124291151,dnickle@theskincentermd.com,{'url': 'https://www.theskincentermd.com/'}
Buckeye Dermatology,2359 E Main St,Bexley,OH,43209,16149493620,jvangundy@docsdermgroup.com,{'url': 'https://docsdermgroup.com/'}
Juvly Aesthetics,40 W Gay St,Columbus,OH,43215,16146863627,vendors@juvly.com,{'url': 'http://www.juvly.com'}
The Skin Center Mt Lebanon,"2275 Swallow Hill Rd, Ste 2400",Pittsburgh,PA,15220,14124291151,mcavanaugh@theskincentermd.com,{'url': 'https://www.theskincentermd.com/'}
Boss Gal Beauty Bar Grandview,1300 Grandview Ave,Columbus,OH,43212,16143120778,grandview@bossgalbeautybar.com,{'url': 'https://www.bossgalbeautybar.com/'}
Forefront Dermatology Centerville OH,220 E Spring Valley Pike,Centerville,OH,45458,19378022541,Melanee.Carr@Forefrontderm.com,{'url': 'https://forefrontdermatology.com'}
Anne Therese Aesthetic Medicine,438 Beecher Rd,Gahanna,OH,43230,16148554411,Hannah@annetherese.com,{'url': 'http://www.annetherese.com'}
