name,address_line_1,address_line_2,city,state,zip,location,customer_class,loyalty,grade,national_account,national_account_id,phone,website,latitude,longitude
Skinovation Skincare & Waxing,9180 E. Desert Cove Ave,Ste 105,Scottsdale,AZ,85260,"9180 E. Desert Cove Ave, Scottsdale, AZ 85260",MEDICALSPA,GOLD,A,,,,,33.5857,-111.883408
Skntied,3030 N 67th Pl,Ste 12,Scottsdale,AZ,85251,"3030 N 67th Pl, Scottsdale, AZ 85251",WHOLESALE,NONE,N,,,(623) 521-2489,,33.482617,-111.936004
The Village At Gainey Health,7477 E. Doubletree Ranch Rd.,,Scottsdale,AZ,85258,"7477 E. DOUBLETREE RANCH RD., Scottsdale, AZ 85258",WHOLESALE,NONE,D,,,,,33.565097,-111.920613
Massage Envy - Surprise - 02-0370,"13757 W. Bell Road, STE 105",,Surprise,AZ,85374,"13757 W. Bell Road, STE 105, Surprise, AZ 85374",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,33.637067,-112.356223
Massage Envy - Tempe - 02-0017,315 W Elliot Rd,Ste 103,Tempe,AZ,85284,"315 W Elliot Rd, Tempe, Az 85284",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,33.348671,-111.944145
Massage Envy - Tempe Marketplace - 02-07,"1900 E Rio Salado Parkway, STE 150",,Tempe,AZ,85281,"1900 E Rio Salado Parkway, STE 150, Tempe, AZ 85281",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,33.430093,-111.902877
HealthySkin Incorporated,1595 E River Rd,Ste 201,Tucson,AZ,85718,"1595 E River Rd, Tucson, AZ 85718",DOCTOR,NONE,N,Forefront Dermatology,11054551,(520) 293-5757,,32.291227,-110.948274
Massage Envy - Old Spanish Trail - 02-03,"9630 E 22nd St, STE 100",,Tucson,AZ,85748,"9630 E 22nd St, STE 100, Tucson, AZ 85748",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,32.206015,-110.786887
Massage Envy - River Road West - 02-0321,3854 W. River Road,,Tucson,AZ,85741,"3854 W. River Road, Tucson, Az 85741",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,32.322161,-111.045272
Massage Envy - Tucson Foothills,"4749 E. Sunrise Dr., Suite #103",,Tucson,AZ,85718,"4749 E. Sunrise Dr., Suite #103, Tucson, AZ 85718",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,32.30973,-110.891253
Massage Envy - Tucson Spectrum,1183 W Irvington Road,Suite 191,Tucson,AZ,85714,"1183 W Irvington Road, Tucson, AZ 85714",MECLASS,NONE,U,,,,,32.162012,-110.98882
Massage Envy - Wilmot - 02-1326,6303 E Broadway,,Tucson,AZ,85710,"6303 E Broadway, Tucson, AZ 85710",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,32.221745,-110.857597
New Life Transformation Center,1925 W Orange Grove Rd,Ste 301,Tucson,AZ,85704,"1925 W Orange Grove Rd, Tucson, AZ 85704",DOCTOR,NONE,U,,,,,32.322407,-111.00904
Renewed Medical Health,2825 E. Broadway,,Tucson,AZ,85716,"2825 E. Broadway, Tucson, AZ 85716",MEDICALSPA,NONE,N,,,(520) 298-0005,https://renewedmedicalhealth.com/,32.22194,-110.929967
Skin Care by Design Aesthetic Spa,11143 N La Cañada Dr,Ste 121,Tucson,AZ,85737,"11143 N La Cañada Dr, Tucson, AZ 85737",DOCTOR,NONE,E,,,(520) 797-7546,,32.408516,-110.996815
Tucson Acne Clinic,1254 E. Paseo Alegre,,Tucson,AZ,85719,"1254 E. PASEO ALEGRE, Tucson, AZ 85719",WHOLESALE,NONE,U,,,,,32.282203,-110.954234
Lotus Day Spa & Salon,11274 S. Fortuna Rd.,Ste B4,Yuma,AZ,85367,"11274 S. Fortuna Rd., Yuma, AZ 85367",MEDICALSPA,NONE,E,,,,,32.667751,-114.447502
Massage Envy - Yuma,2377 S 22nd Dr,Ste A,Yuma,AZ,85364,"2377 S 22nd Dr, Yuma, AZ 85364",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,32.684421,-114.646893
Retreat Skin Parlor,333 S. Main St.,Ste B2,Yuma,AZ,85364,"333 S. Main St., Yuma, AZ 85364",WHOLESALE,NONE,D,,,,,32.72189,-114.617364
Massage Envy - Aliso Viejo - 13-0121,26852 La Paz Road #2-A,,Aliso Viejo,CA,92656,"26852 La Paz Road #2-A, Aliso Viejo, CA 92656",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,33.572936,-117.706571
Massage Envy - Anaheim Hills - 13-0455,5769 E Santa Ana Canyon Rd,#e,Anaheim Hills,CA,92807,"5769 E Santa Ana Canyon Rd, Anaheim Hills, Ca 92807",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,33.853525,-117.787432
Massage Envy - Apple Valley - 20-0621,19179 Bear Valley Rd Ste 7,,Apple Valley,CA,92308,"19179 Bear Valley Rd Ste 7, Apple Valley, Ca 92308",MECLASS,NONE,A,Massage Envy Franchising,11041861,,,34.470498,-117.245543
Amy Renee Kolshinski,C/o Escape Salon & Skin Studio,2009 Karen Ct,Arcata,CA,95521,"C/O ESCAPE SALON & SKIN STUDIO, Arcata, CA 95521",WHOLESALE,NONE,E,,,,,40.871753,-124.104715
Cedar and Stone Spa,1280 Oak Cir,,Arnold,CA,95223,"1280 Oak Cir, Arnold, CA 95223",WHOLESALE,NONE,N,,,(209) 743-3179,,38.64156,-121.268935
Lux Aesthetics,121 E Branch St,A,Arroyo Grande,CA,93420,"121 E Branch St, Arroyo Grande, CA 93420",MEDICALSPA,NONE,U,,,,,35.123773,-120.57836
Massage Envy - Arroyo Grande - 14-0977,905 Rancho Parkway Ste D,,Arroyo Grande,CA,93420,"905 Rancho Parkway Ste D, Arroyo Grande, Ca 93420",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,35.126602,-120.593065
Jessica Esthetics,4560 California Ave Suite 110,,Bakersfield,CA,93309,"4560 California Ave Suite 110, Bakersfield, CA 93309",WHOLESALE,NONE,N,,,(661) 808-3751,https://www.instagram.com/jessicasierra.esthetics/,35.366216,-119.052954
Massage Envy - Bakersfield Marketplace -,9000 Ming Ave,Ste D1,Bakersfield,CA,93311,"9000 Ming Ave, Bakersfield, Ca 93311",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.341467,-119.103124
Lux House of Beauty,14327 Ramona Blvd,,Baldwin Park,CA,91706,"14327 Ramona Blvd, Baldwin Park, CA 91706",WHOLESALE,NONE,E,,,(626) 741-0412,,34.086778,-117.96158
Altelier Aesthetix,9301 Wilshire Blvd,Ste 515,Beverly Hills,CA,90210,"9301 Wilshire Blvd, Beverly Hills, CA 90210",MEDICALSPA,SILVER,N,,,(323) 248-0856,https://atelieraesthetix.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,34.066255,-118.408618
Artisan Of Skin,Attn: Sharlene Hassani,421 N Rodeo Dr Ste A1,Beverly Hills,CA,90210,"Attn: Sharlene Hassani, Beverly Hills, CA 90210",MEDICALSPA,DIAMOND,A,,,(661) 227-6376,,34.069684,-118.403631
Bellalora Spa,462 N Linden Dr,#448,Beverly Hills,CA,90212,"462 N Linden Dr, Beverly Hills, CA 90212",WHOLESALE,NONE,U,,,(310) 804-9121,,34.067584,-118.407776
Ghavami Plastic Surgery,433 N Camden Dr,Suite 780,Beverly Hills,CA,90210,"433 N Camden Dr, Beverly Hills, CA 90210",DOCTOR,NONE,C,,,,www.ghavamiplasticsurgery.com,34.069077,-118.40488
Gloss,9867 S Santa Monica Blvd,,Beverly Hills,CA,90212,"9867 S Santa Monica Blvd, Beverly Hills, CA 90212",WHOLESALE,SILVER,C,,,,,34.052234,-118.243685
Harris Facial Plastic Surgery and Aesthetics,301 N. Canon Drive,Suite 208,Beverly Hills,CA,90210,"301 N. Canon Drive, Beverly Hills, CA 90210",DOCTOR,NONE,N,,,(310) 564-8196,https://www.harrisfacialplastics.com/,34.06928,-118.400055
Massage Envy - Beverly Hills - 12-1330,246 South Robertson Boulevard,,Beverly Hills,CA,90211,"246 South Robertson Boulevard, Beverly Hills, Ca 90211",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,34.063591,-118.383288
Plastic Surgery Institute,465 N Roxbury Dr,Ste 1007,Beverly Hills,CA,90210,"465 N Roxbury Dr, Beverly Hills, CA 90210",DOCTOR,NONE,N,,,(310) 248-6250,https://www.ordonchopra.com/,34.068347,-118.407328
SkinSpirit - Beverly Hills,153 S Lasky Dr,Ste 8,Beverly Hills,CA,90212,"153 S Lasky Dr, Beverly Hills, CA 90212",DOCTOR,NONE,E,SkinSpirit National Account,11038393,,,34.065221,-118.410263
Snatched Beverly Hills,144 S Beverly Dr,#302,Beverly Hills,CA,90212,"144 S Beverly Dr, Beverly Hills, CA 90212",MEDICALSPA,NONE,E,,,,,34.065557,-118.398647
The LA Facialist,441 N Bedford Dr,,Beverly Hills,CA,90210,"441 N Bedford Dr, Beverly Hills, CA 90210",MEDICALSPA,DIAMOND,A,,,,,34.068372,-118.405005
Ajliss Medical Aesthetics - Brea,441 S Associated Rd,,Brea,CA,92821,"441 S Associated Rd, Brea, CA 92821",MEDICALSPA,NONE,N,,,,https://www.ajliss.com/,33.912558,-117.881693
Bare Skin Lab,1207 W Imperial Hwy,#101,Brea,CA,92821,"1207 W Imperial Hwy, Brea, CA 92821",WHOLESALE,NONE,N,,,(657) 253-2503,,33.917458,-117.917023
Massage Envy - Brea Downtown - 13-0242,375 W Birch St #22,,Brea,CA,92821,"375 W Birch St #22, Brea, CA 92821",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,33.91941,-117.902269
Aesthetics By Vanessa,9030 Brentwood blvd ste A,,Brentwood,CA,94513,"9030 Brentwood blvd ste A, Brentwood, CA 94513",MEDICALSPA,NONE,D,,,,,37.920272,-121.684713
Massage Envy - The Streets Of Brentwood,"2465 Sandcreek Road, Suite 112",,Brentwood,CA,94513,"2465 Sandcreek Road, Suite 112, Brentwood, CA 94513",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,37.94497,-121.737379
Melinda Spinelli,2216 W Burbank Blvd,,Burbank,CA,91506,"2216 W Burbank Blvd, Burbank, CA 91506",WHOLESALE,NONE,D,,,,,34.179385,-118.335553
Lisa Li,1375 Burlingame Ave.,Ste.288-a,Burlingame,CA,94010,"1375 BURLINGAME AVE., Burlingame, CA 94010",WHOLESALE,NONE,U,,,,,37.577864,-122.347688
Massage Envy - Burlingame - 37-1397,1209 Howard Avenue,,Burlingame,CA,94010,"1209 Howard Avenue, Burlingame, Ca 94010",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,37.577451,-122.344983
Simon Med Spa,1860 El Camino Real,200,Burlingame,CA,94010,"1860 El Camino Real, Burlingame, CA 94010",DOCTOR,NONE,N,,,(650) 582-3729,https://www.simonmedspa.com/?utm_source=gmb_auth,37.5963,-122.384368
SkinSpirit LLC- Burlingame,1375 Burlingame Ave,,Burlingame,CA,94010,"1375 Burlingame Ave, Burlingame , CA 94010",DOCTOR,NONE,D,SkinSpirit National Account,11038393,,,37.577864,-122.347688
Erin Gordon MD Inc.,4766 Park Granada,Ste. 206B,Calabasas,CA,91302,"4766 Park Granada, Calabasas, CA 91302",DOCTOR,NONE,N,,,,,34.153911,-118.641561
Serenity Aesthetics Studio,5777 Las Virgenes Rd,Unit B,Calabasas,CA,91302,"5777 Las Virgenes Rd, Calabasas, CA 91302",MEDICALSPA,NONE,E,,,,,34.162595,-118.702831
Massage Envy - Camarillo - 14-0033,"2360 Las Posas Rd., Ste G",,Camarillo,CA,93010,"2360 Las Posas Rd., Ste G, Camarillo, CA 93010",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,34.235232,-119.036628
Glo Girl Studio,1010 Camerado Dr,Ste 108,Cameron Park,CA,95682,"1010 Camerado Dr, Cameron Park, CA 95682",WHOLESALE,NONE,D,,,,,38.686889,-120.987606
Ambition Medical Aesthetics,436 Marathon Dr.,,Campbell,CA,95008,"436 Marathon Dr., Campbell, CA 95008",MEDICALSPA,NONE,N,,,(669) 336-9814,www.ambitionmedicalaesthetics.com,37.293336,-121.964849
Beautify Your Skin,2091 S. Bascom Ave,,Campbell,CA,95008,"2091 S. BASCOM AVE, Campbell, CA 95008",WHOLESALE,NONE,D,,,,,37.285685,-121.932298
BeautyBeats Skin Care studio,1606 W Campbell Ave,,Campbell,CA,95008,"1606 W Campbell Ave, Campbell, CA 95008",WHOLESALE,NONE,E,,,,,37.285107,-121.97833
Brenda P. Ho,323 E Campbell Ave,,Campbell,CA,95008,"323 E Campbell Ave, CAMPBELL, CA 95008",WHOLESALE,NONE,U,,,,,37.28735,-121.944215
Massage Envy - Campbell - 37-0678,"1875 S. Bascom Avenue, Suite 650",,Campbell,CA,95008,"1875 S. Bascom Avenue, Suite 650, Campbell, CA 95008",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,37.28796,-121.933282
SkinSpirit - Nordstrom Topanga,21725 Victory Blvd,"Attn: SkinSpirit Spa, 2nd Fl",Canoga Park,CA,91303,"21725 Victory Blvd, Canoga Park, CA 91303",DOCTOR,NONE,N,SkinSpirit National Account,11038393,,https://www.skinspirit.com/locations/nordstrom-topanga,34.1887,-118.602656
A Room Of Her Own,Joan,720 Capitola Ave Ste D,Capitola,CA,95010,"Joan, Capitola, CA 95010",WHOLESALE,NONE,E,,,,,36.98046,-121.952488
Biokosmetik Carmel,26485 Carmel Rancho Blvd,Ste 8,Carmel,CA,93923,"26485 Carmel Rancho Blvd, Carmel, CA 93923",WHOLESALE,NONE,N,,,(831) 917-8620,,36.53938,-121.904501
Laurie Ellen Salon,2 Torres NW of 6th St.,,Carmel,CA,93921,"2 Torres NW of 6th St., Carmel, CA 93921",WHOLESALE,NONE,U,,,,,36.555654,-121.919928
Massage Envy - Castro Village - 38-0765,3348 Village Drive,,Castro Valley,CA,94546,"3348 Village Drive, Castro Valley, Ca 94546",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,37.696839,-122.077664
Restore Hyperwellness - Cerritos Wellness LLC- CA078,12855 Towne Center Dr,,Cerritos,CA,90703,"12855 Towne Center Dr, Cerritos, CA 90703",DOCTOR,NONE,D,Restore Hyper Wellness - Parent Account,11061787,(562) 219-7115,https://www.restore.com/,33.86874,-118.058872
Massage Envy - Chino - 20-0181,"3825 Grand Avenue, STE B",,Chino,CA,91710,"3825 Grand Avenue, STE B, Chino, CA 91710",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,33.998279,-117.72107
Restore Hyper Wellness - Chino Hills Wellness- CA077,13925 City Center Dr,Ste 2050,Chino Hills,CA,91709,"13925 City Center Dr, Chino Hills, CA 91709",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(909) 342-9103,https://www.restore.com/,34.000504,-117.72957
Massage Envy - Eastlake - 28-0416,878 Eastlake Pkwy,Ste 912,Chula Vista,CA,91914,"878 Eastlake Pkwy, Chula Vista, Ca 91914",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,32.651323,-116.970388
Massage Envy - Claremont - 51-0942,2090 N. Mills Ave,,Claremont,CA,91711,"2090 N. Mills Ave, Claremont, Ca 91711",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,34.121278,-117.706817
The Hyde Out,380 W Arrow Hwy,Ste 128,Claremont,CA,91711,"380 W Arrow Hwy, Claremont, CA 91711",WHOLESALE,NONE,U,,,(310) 971-7171,www.hydeoutaesthetics.com,34.090079,-117.718433
Cheyenne La Mar Aesthetics,1975 Diamond Blvd,Suite 35,Concord,CA,94521,"1975 Diamond Blvd, Concord, CA 94521",WHOLESALE,NONE,D,,,,,37.970486,-122.055224
Massage Envy - Concord / Clayton - 38-03,"5442 Ygnacio Valley Rd, Ste. 140",,Concord,CA,94521,"5442 Ygnacio Valley Rd, Ste. 140, Concord, CA 94521",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,37.950834,-121.957776
Massage Envy - The Willows - 38-0297,"1975 Diamond Blvd., Ste D-010",,Concord,CA,94520,"1975 Diamond Blvd., Ste D-010, Concord, CA 94520",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,37.968644,-122.056525
Massage Envy - Corona At Eagle Glen - 20,2225 Eagle Glen Pkwy,Ste 101,Corona,CA,92883,"2225 Eagle Glen Pkwy, Corona, Ca 92883",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,33.821393,-117.522846
Simply Beautiful Skin Boutique,1180 Olympic Dr.,Ste 109,Corona,CA,92881,"1180 Olympic Dr., Corona, CA 92881",WHOLESALE,NONE,U,,,(714) 725-7546,https://simplybeautifulskinboutique.com/,33.859017,-117.539942
Coastal Complexion Studio,2183 Fairview Rd,Ste 220E,Costa Mesa,CA,92627,"2183 Fairview Rd, Costa Mesa, CA 92627",WHOLESALE,NONE,N,,,,,33.653694,-117.908196
Derma Beauty Aesthetics,3140 Red Hill Ave,#170,Costa Mesa,CA,92626,"3140 Red Hill Ave, Costa Mesa, CA 92626",WHOLESALE,NONE,E,,,,,33.677931,-117.875372
Gold Coast Aesthetics,188 E. 17th St,#101,Costa Mesa,CA,92627,"188 E. 17th St, Costa Mesa, CA 92627",MEDICALSPA,NONE,N,,,(949) 998-4611,,33.63568,-117.918976
Rituals by Mia,1799 Newport Blvd,Ste A 106,Costa Mesa,CA,92627,"1799 Newport Blvd, Costa Mesa, CA 92627",WHOLESALE,SILVER,C,,,(949) 550-9381,,33.639466,-117.921021
Skin Perfect Medical,3030 Harbor Blvd.,Ste F,Costa Mesa,CA,92626,"3030 Harbor Blvd., Costa Mesa, CA 92626",MEDICALSPA,NONE,E,,,,,33.681784,-117.917943
Massage Envy - Culver City - 12-0772,10994 Jefferson Blvd,,Culver City,CA,90230,"10994 Jefferson Blvd, Culver City, Ca 90230",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,33.99776,-118.394692
Cupertino Dental & Facial Aesthetics,10413 Torre Ave,Ste 600,Cupertino,CA,95014,"10413 Torre Ave, Cupertino , CA 95014",MEDICALSPA,NONE,E,,,,,37.316804,-122.029634
"Hakima Schulz, MD",10011 North foothill Blvd,Suite 111,Cupertino,CA,95014,"10011 North foothill Blvd, Cupertino, CA 95014",DOCTOR,NONE,U,,,(408) 357-9214,,37.32211,-122.068724
Massage Envy - Cypress Ca - 13-0821,6915 Katella Avenue,,Cypress,CA,90630,"6915 Katella Avenue, Cypress, Ca 90630",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.804017,-118.011541
Sydnia Reynolds,5371 Lincoln Ave,,Cypress,CA,90630,"5371 LINCOLN AVE, Cypress, CA 90630",WHOLESALE,NONE,D,,,,,33.832151,-118.038736
Massage Envy - Daly City - 37-1398,239 Lake Merced Blvd,,Daly City,CA,94015,"239 Lake Merced Blvd, Daly City, Ca 94015",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,37.699494,-122.483652
Skiin Blackhawk,4135 Blackhawk Plaza Cir,Ste 125,Danville,CA,94506,"4135 Blackhawk Plaza Cir, Danville, CA 94506",MEDICALSPA,NONE,U,,,,,37.801974,-121.919157
SkinSpirit - Danville,439 Railroad Ave.,,Danville,CA,94526,"439 Railroad Ave., Danville, CA 94526",DOCTOR,NONE,C,SkinSpirit National Account,11038393,(925) 854-4660,https://skinsprirt.com,37.818813,-121.997196
Kintsu MedSpa & Wellness,1736 Picasso Ave,Ste C,Davis,CA,95618,"1736 Picasso Ave, Davis, CA 95618",DOCTOR,NONE,N,,,,,38.563528,-121.730373
Massage Envy - Davis,"110 F Street, Ste. B",,Davis,CA,95616,"110 F Street, Ste. B, Davis, CA 95616",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.542688,-121.739449
SkinSpirit (Del Mar) San Diego,1555 Camino Del Mar,Ste 110,Del Mar,CA,92014,"1555 Camino Del Mar, Del Mar, CA 92014",DOCTOR,NONE,C,SkinSpirit National Account,11038393,,https://skinspirit.com,32.960401,-117.264764
Bowie Medical Studio,888 S Brea Canyon Rd,Ste 100,Diamond Bar,CA,91789,"888 S Brea Canyon Rd, Diamond Bar, CA 91789",DOCTOR,NONE,N,,,(626) 999-6970,,34.00176,-117.843506
Massage Envy - Diamond Bar - 51-0882,"1195 S. Diamond Bar Boulevard, Ste. B",,Diamond Bar,CA,91765,"1195 S. Diamond Bar Boulevard, Ste. B, Diamond Bar, CA 91765",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,34.001478,-117.811407
Love of Beauty Esthetics by Ana,8041 Florence Ave,Suite 209,Downey,CA,90240,"8041 Florence Ave, Downey, CA 90240",WHOLESALE,NONE,N,,,(310) 308-5854,,33.953153,-118.1287
Massage Envy - Downey - 51-0487,12052 Lakewood Blvd,,Downey,CA,90242,"12052 Lakewood Blvd, Downey, Ca 90242",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.927562,-118.12612
Skins Beauty Vault,8004 4th St,,Downey,CA,90241,"8004 4th St, Downey, CA 90241",WHOLESALE,NONE,N,,,,,33.945357,-118.135478
Massage Envy - Eastvale - 20-0983,"12435 Limonite Ave., Ste. 540",,Eastvale,CA,91752,"12435 Limonite Ave., Ste. 540, Eastvale, CA 91752",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,33.976523,-117.553253
Massage Envy - El Dorado HIlls,4510 Post St,Ste 340,El Dorado Hills,CA,95762,"4510 Post St, El Dorado Hills, CA 95762",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.652847,-121.066973
Massage Envy - Elk Grove,8465 Elk Grove Florin Road,,Elk Grove,CA,95624,"8465 Elk Grove Florin Road, Elk Grove, CA 95624",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.449865,-121.37009
Massage Envy - Laguna Gateway,9139 West Stockton Blvd. Suite 100,,Elk Grove,CA,95758,"9139 West Stockton Blvd. Suite 100, Elk Grove, CA 95758",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.425653,-121.399508
The Med-Spa At Beauty Chateau A Medical,9093 Elk Grove Blvd,Ste 201,Elk Grove,CA,95624,"9093 Elk Grove Blvd, Elk Grove, CA 95624",MEDICALSPA,NONE,U,,,,,38.409094,-121.362928
Katie Ek Esthetics,1991 Village Park Way,Ste 1-B,Encinitas,CA,92024,"1991 Village Park Way, Encinitas, CA 92024",WHOLESALE,NONE,E,,,(858) 245-7122,,33.053143,-117.245296
Massage Envy - Encinitas - 28-0348,278-D N. El Camino Real,,Encinitas,CA,92024,"278-D N. El Camino Real, Encinitas, CA 92024",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,33.052915,-117.262376
SOM Aesthetics,25 East E St,,Encinitas,CA,92024,"25 East E St, Encinitas, CA 92024",DOCTOR,NONE,N,,,(909) 560-1646,https://www.som.md/,33.04393,-117.293083
Skin/set,927 Bluejack Rd,,Encinitas,CA,92024,"927 Bluejack Rd, Encinitas, CA 92024",WHOLESALE,NONE,N,,,,,33.041092,-117.266666
The Skin Clinic LA,16055 Ventura Blvd,Ste 1225,Encino,CA,91436,"16055 Ventura Blvd, Encino, CA 91436",MEDICALSPA,NONE,D,,,,,34.156784,-118.483184
Wellness on Main,1710 Main St,,Escalon,CA,95320,"1710 Main St, Escalon, CA 95320",WHOLESALE,NONE,N,,,,,37.795228,-120.993301
Massage Envy - Escondido - 28-0179,1210 Auto Park Way,,Escondido,CA,92029,"1210 Auto Park Way, Escondido, Ca 92029",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,33.110272,-117.097129
Imagine,3494 F St.,,Eureka,CA,95503,"3494 F St. , Eureka, CA 95503",WHOLESALE,NONE,U,,,,,40.775852,-124.1639
Nurture Salon & Skin Care Studio,322 Grotto St,,Eureka,CA,95501,"322 Grotto St, Eureka, CA 95501",WHOLESALE,NONE,D,,,,,40.781551,-124.165133
Platinum Studio Salon and Spa,123 5th St,,Eureka,CA,95501,"123 5th St, Eureka , CA 95501",WHOLESALE,NONE,U,,,,,40.801577,-124.169698
Sue Santsche,The Spa At Personal Choice,130 G St,Eureka,CA,95501,"THE SPA AT PERSONAL CHOICE, Eureka, CA 95501",WHOLESALE,NONE,E,,,,,40.804834,-124.165772
Two Beauties Skincare & Makeup Artistry,523 F St,,Eureka,CA,95501,"523 F ST, Eureka, CA 95501",WHOLESALE,NONE,B,,,,,40.801543,-124.165766
Massage Envy - Sunrise,5319 Sunrise Blvd,,Fair Oaks,CA,95628,"5319 Sunrise Blvd, Fair Oaks, CA 95628",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.662555,-121.273857
Gina Reyburn,425 E Alvarado St.,Ste E,Fallbrook,CA,92028,"425 E Alvarado St., Fallbrook, CA 92028",WHOLESALE,SILVER,C,,,,,33.378561,-117.25224
Hoshall,6608 Folsom Auburn Rd,Ste 4,Folsom,CA,95630,"6608 FOLSOM AUBURN RD, Folsom, CA 95630",WHOLESALE,NONE,D,,,,,38.686109,-121.17935
Jennifer Stewart,1849 Iron Point Rd,Ste 120,Folsom,CA,95630,"1849 Iron Point Rd, Folsom, CA 95630",WHOLESALE,NONE,U,,,,,38.644213,-121.145399
Massage Envy - Folsom / Blue Ravine - 10,25055 Blue Ravine Road,,Folsom,CA,95630,"25055 Blue Ravine Road, Folsom, CA 95630",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.690157,-121.12242
Pure Glow Spa,"1725 Iron Point Rd,","Ste.100, Studio",Folsom,CA,95630,"1725 Iron Point Rd,, Folsom, CA 95630",WHOLESALE,NONE,U,,,,,38.648638,-121.153421
Restore Hyper Wellness -Folsom- CA148,230 Palladio Pkwy,Ste 1217,Folsom,CA,95630,"230 Palladio Pkwy, Folsom, CA 95630",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(916) 790-2779,https://www.restore.com/,38.648202,-121.119395
Massage Envy - North Fontana - 20-0540,"16391 Sierra Lakes Parkway, Ste 100",,Fontana,CA,92336,"16391 Sierra Lakes Parkway, Ste 100, Fontana, CA 92336",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,34.137696,-117.448343
Beauty From The Heart,18305 Brookhurst St,Ste 36,Fountain Valley,CA,92708,"18305 Brookhurst St, Fountain Valley, CA 92708",MEDICALSPA,NONE,U,,,,https://www.instagram.com/beautyfromtheheartrn/,33.696599,-117.9544
"Medica Aesthetics, PC",18305 Brookhurst St,Ste 61,Fountain Valley,CA,92708,"18305 Brookhurst St, Fountain Valley, CA 92708",MEDICALSPA,NONE,D,,,,,33.696599,-117.9544
Massage Envy - Fremont - 38-0334,39016 Paseo Padre Parkway,,Fremont,CA,94538,"39016 Paseo Padre Parkway, Fremont, CA 94538",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,37.554621,-121.980769
